*Begin rocking: 24/10/2023 16:31:35
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4787000	2	382	189	12652	0	571
         1	0.4787600	2	743	602	12582	3	1345
         2	0.4788000	2	1096	1376	12943	0	2472
         3	0.4788600	2	1385	2893	12724	0	4278
         4	0.4789100	2	1768	4445	12989	1	6213
         5	0.4789600	2	1887	4912	12876	3	6799
         6	0.4789900	2	1909	4930	12942	0	6839
         7	0.4790500	2	1781	4723	12842	1	6504
         8	0.4790900	2	1462	3823	12785	1	5285
         9	0.4791500	2	1136	2265	12793	2	3401
        10	0.4792100	2	901	962	12848	1	1863
*stopped by user: 24/10/2023 16:32:15
