*Begin rocking: 17/11/2023 16:06:13
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4781000	5	77	59	33326	2	136
         1	0.4781500	5	78	79	33511	6	157
         2	0.4782000	5	34	14	33046	10	48
         3	0.4782500	5	12	4	33500	5	16
         4	0.4782900	5	5	1	33669	3	6
         5	0.4783500	5	15	3	33416	3	18
         6	0.4784000	5	19	6	33543	5	25
         7	0.4784600	5	40	88	33297	3	128
         8	0.4785100	5	35	31	33348	3	66
         9	0.4785500	5	15	4	33335	7	19
        10	0.4786000	5	17	7	33463	2	24
        11	0.4786600	5	30	11	33369	2	41
        12	0.4787000	5	55	14	33165	2	69
        13	0.4787500	5	72	29	33267	5	101
        14	0.4788000	5	127	95	33552	1	222
        15	0.4788500	5	214	185	33146	8	399
        16	0.4788800	5	271	388	33028	5	659
        17	0.4789500	5	330	810	33260	3	1140
        18	0.4790100	5	427	1104	32777	1	1531
        19	0.4790500	5	440	1222	33207	6	1662
        20	0.4791000	5	492	1268	32647	6	1760
        21	0.4791400	5	431	1197	32941	4	1628
        22	0.4791900	5	372	923	32811	5	1295
        23	0.4792600	5	318	594	32810	4	912
        24	0.4793100	5	209	281	33042	5	490
        25	0.4793500	5	152	153	32829	3	305
        26	0.4794100	5	93	68	32945	6	161
        27	0.4794600	5	38	17	32656	6	55
        28	0.4795000	5	29	14	32989	4	43
        29	0.4795600	5	21	4	32999	5	25
        30	0.4796100	5	12	3	32827	6	15
        31	0.4796500	5	13	3	33142	3	16
        32	0.4797000	5	5	4	33292	4	9
        33	0.4797600	5	4	3	33209	4	7
        34	0.4798000	5	5	4	33285	2	9
        35	0.4798500	5	5	1	33395	4	6
*stopped by user: 17/11/2023 16:10:20
