*Begin rocking: 05/11/2023 12:18:56
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4770200	5	418	827	32254	8	1245
         1	0.4770500	5	489	933	32625	2	1422
         2	0.4771000	5	551	1305	33349	4	1856
         3	0.4771500	5	632	1638	33340	3	2270
         4	0.4772000	5	698	1993	33127	2	2691
         5	0.4772500	5	652	2213	33445	7	2865
         6	0.4773000	5	571	2384	33516	6	2955
         7	0.4773500	5	606	2191	33478	5	2797
         8	0.4774000	5	447	2063	33040	7	2510
         9	0.4774500	5	357	1752	33226	3	2109
        10	0.4775000	5	205	1392	32756	11	1597
        11	0.4775500	5	133	1071	33412	6	1204
        12	0.4776000	5	205	802	32871	6	1007
        13	0.4776500	5	128	748	32213	5	876
        14	0.4777000	5	152	648	32752	7	800
        15	0.4777600	5	63	510	32723	9	573
        16	0.4778100	5	38	456	32697	5	494
        17	0.4778500	5	37	399	33292	5	436
        18	0.4779000	5	21	415	33397	8	436
        19	0.4779600	5	42	415	33061	7	457
        20	0.4779900	5	104	450	32855	6	554
        21	0.4780500	5	94	440	32691	2	534
        22	0.4781100	5	54	437	33165	9	491
        23	0.4781500	5	58	463	32522	6	521
        24	0.4782000	5	89	500	33549	8	589
        25	0.4782500	5	149	554	32697	8	703
        26	0.4783100	5	206	625	32782	6	831
        27	0.4783600	5	314	749	32932	1	1063
        28	0.4784000	5	386	1003	33093	4	1389
        29	0.4784500	5	606	1117	32901	11	1723
        30	0.4785100	5	709	1581	33008	9	2290
        31	0.4785500	5	700	1958	33042	4	2658
        32	0.4786100	5	621	2319	33171	1	2940
        33	0.4786500	5	774	2170	33226	9	2944
        34	0.4786900	5	845	2066	33104	7	2911
        35	0.4787700	5	420	2082	33286	5	2502
        36	0.4788000	5	368	1634	33260	8	2002
        37	0.4788600	5	266	1363	33038	5	1629
        38	0.4789100	5	184	1021	32883	2	1205
        39	0.4789600	5	75	795	32861	7	870
        40	0.4790100	5	56	619	32858	7	675
        41	0.4790700	5	45	524	32928	7	569
        42	0.4791000	5	44	391	33000	6	435
        43	0.4791500	5	20	318	32935	6	338
        44	0.4792000	5	22	281	33072	8	303
*stopped by user: 05/11/2023 12:24:02
