*Begin rocking: 17/11/2023 12:06:45
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4769900	5	1	58	32648	11	59
         1	0.4770600	5	6	56	32971	7	62
         2	0.4771000	5	9	75	32679	12	84
         3	0.4771500	5	9	100	32929	14	109
         4	0.4772000	5	14	88	32993	15	102
         5	0.4772500	5	25	121	32849	24	146
         6	0.4773000	5	20	181	32726	43	201
         7	0.4773500	5	29	262	32638	61	291
         8	0.4774100	5	36	423	32272	75	459
         9	0.4774600	5	42	701	32903	91	743
        10	0.4775000	5	48	897	32403	110	945
        11	0.4775500	5	62	1345	32536	130	1407
        12	0.4776100	5	59	1610	32697	178	1669
        13	0.4776600	5	77	1799	32306	125	1876
        14	0.4777000	5	86	1781	32528	133	1867
        15	0.4777500	5	79	1554	32286	145	1633
        16	0.4778000	5	69	1301	32341	136	1370
        17	0.4778500	5	79	885	32495	111	964
        18	0.4779100	5	56	510	32517	97	566
        19	0.4779600	5	55	291	32462	77	346
        20	0.4780000	5	33	270	32330	50	303
        21	0.4780500	5	42	265	32586	47	307
        22	0.4781100	5	29	183	32299	43	212
        23	0.4781500	5	18	139	32399	17	157
        24	0.4782100	5	10	116	32438	10	126
        25	0.4782600	5	8	89	32370	9	97
        26	0.4783000	5	7	109	32192	5	116
        27	0.4783500	5	7	161	32277	5	168
*stopped by user: 17/11/2023 12:09:53
