*Begin rocking: 24/10/2023 16:21:43
*Points: 0
*
*notes: 
*Rho-Axis: 2.400
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4784500	2	41	0	12535	1	41
         1	0.4785500	2	93	0	12566	1	93
         2	0.4786400	2	199	2	12602	0	201
         3	0.4787400	2	590	5	12673	1	595
         4	0.4788500	2	1275	17	12671	2	1292
         5	0.4789600	2	2190	28	12559	1	2218
         6	0.4790500	2	2492	10	12825	2	2502
         7	0.4791500	2	2025	16	12794	0	2041
         8	0.4792600	2	1331	9	12766	0	1340
         9	0.4793600	2	623	1	12555	2	624
        10	0.4794500	2	181	0	12854	3	181
*stopped by user: 24/10/2023 16:22:25
