*Begin rocking: 28/10/2023 18:53:15
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4775200	5	1	340	34225	5	341
         1	0.4775600	5	1	413	34332	5	414
         2	0.4776000	5	0	446	33808	8	446
         3	0.4776500	5	1	562	34035	5	563
         4	0.4777000	5	3	637	33781	7	640
         5	0.4777400	5	0	788	34077	5	788
         6	0.4778000	5	1	1015	33878	4	1016
         7	0.4778500	5	3	1461	34011	7	1464
         8	0.4779100	5	4	1838	33611	13	1842
         9	0.4779500	5	5	2165	33765	3	2170
        10	0.4779900	5	1	2439	33792	5	2440
        11	0.4780500	5	2	2632	33646	6	2634
        12	0.4781000	5	0	2393	33895	7	2393
        13	0.4781600	5	1	2303	33897	2	2304
        14	0.4782000	5	1	1897	33769	7	1898
        15	0.4782500	5	1	1625	34137	1	1626
        16	0.4783000	5	3	1363	33786	6	1366
        17	0.4783600	5	2	1043	34318	8	1045
        18	0.4784000	5	3	910	34101	5	913
        19	0.4784600	5	2	773	33991	9	775
        20	0.4785100	5	5	602	34197	7	607
        21	0.4785500	5	6	472	33970	9	478
        22	0.4786000	5	6	446	34032	4	452
        23	0.4786600	5	15	528	34004	3	543
        24	0.4787100	5	11	538	34087	7	549
        25	0.4787500	5	18	581	34157	7	599
        26	0.4788000	5	24	546	34002	4	570
        27	0.4788700	5	50	488	33892	4	538
        28	0.4789000	5	52	561	33637	3	613
        29	0.4789400	5	77	603	33636	4	680
        30	0.4790100	5	116	718	33934	7	834
        31	0.4790500	5	178	937	33727	8	1115
        32	0.4791100	5	245	1166	33979	2	1411
        33	0.4791400	5	275	1401	33666	3	1676
        34	0.4791900	5	278	1801	33653	6	2079
        35	0.4792500	5	336	2235	33818	4	2571
        36	0.4793000	5	338	2453	33683	12	2791
        37	0.4793500	5	271	2589	33577	10	2860
        38	0.4794000	5	252	2502	33713	6	2754
        39	0.4794600	5	201	2248	33750	5	2449
        40	0.4795000	5	136	1965	33818	3	2101
        41	0.4795500	5	105	1583	33836	5	1688
        42	0.4796100	5	92	1222	33386	5	1314
        43	0.4796500	5	92	984	33707	3	1076
        44	0.4797100	5	83	712	33799	5	795
        45	0.4797600	5	42	601	33622	9	643
        46	0.4798000	5	35	481	33855	3	516
        47	0.4798500	5	24	372	33684	5	396
        48	0.4799100	5	12	336	33521	7	348
        49	0.4799500	5	17	298	33818	5	315
        50	0.4800000	5	6	258	33652	6	264
        51	0.4800600	5	4	186	33749	4	190
        52	0.4801000	5	6	184	33753	5	190
        53	0.4801600	5	3	185	33489	7	188
*stopped by user: 28/10/2023 18:59:23
