*Begin rocking: 18/11/2023 20:03:55
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4780600	5	238	1676	33848	453	1914
         1	0.4781500	5	280	2560	33593	593	2840
         2	0.4782100	5	279	2673	33758	640	2952
         3	0.4782600	5	267	2533	33726	622	2800
         4	0.4783000	5	213	2141	33757	485	2354
         5	0.4783500	5	185	1450	33755	389	1635
         6	0.4784000	5	164	716	33944	333	880
         7	0.4784500	5	139	307	33478	216	446
         8	0.4785100	5	67	105	33702	91	172
         9	0.4785500	5	54	32	33586	56	86
        10	0.4786000	5	25	9	33605	35	34
        11	0.4786600	5	14	5	33650	21	19
        12	0.4787000	5	9	3	33428	9	12
        13	0.4787600	5	9	5	33352	16	14
        14	0.4788000	5	4	1	33661	12	5
        15	0.4788500	5	4	0	33469	12	4
        16	0.4789000	5	3	2	33636	11	5
        17	0.4789500	5	5	1	33750	8	6
        18	0.4790000	5	2	0	33512	7	2
        19	0.4790500	5	2	3	33783	11	5
        20	0.4791000	5	2	2	33483	9	4
        21	0.4791400	5	2	5	33091	4	7
        22	0.4791900	5	1	2	32933	4	3
        23	0.4792500	5	0	0	32979	9	0
        24	0.4793000	5	0	0	33193	4	0
        25	0.4793500	5	0	1	33120	11	1
        26	0.4794000	5	0	2	32785	5	2
        27	0.4794600	5	0	2	32963	7	2
        28	0.4795000	5	0	3	33067	5	3
        29	0.4795600	5	0	0	32977	7	0
        30	0.4796100	5	0	0	32893	10	0
        31	0.4796500	5	0	4	33298	7	4
        32	0.4797000	5	0	2	33053	6	2
        33	0.4797600	5	0	0	33235	8	0
        34	0.4798000	5	1	2	33063	2	3
        35	0.4798500	5	0	0	32897	4	0
        36	0.4799100	5	0	1	31837	8	1
        37	0.4799500	5	0	2	33575	5	2
        38	0.4800100	5	0	0	33161	5	0
        39	0.4800500	5	0	2	33313	8	2
        40	0.4801000	5	0	3	33667	6	3
        41	0.4801600	5	0	0	33410	3	0
        42	0.4802100	5	1	0	33501	5	1
        43	0.4802500	5	0	1	33450	9	1
*stopped by user: 18/11/2023 20:08:56
