*Begin rocking: 24/10/2023 16:27:28
*Points: 0
*
*notes: 
*Rho-Axis: 2.400
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4784500	2	26	4	12702	1	30
         1	0.4785400	2	59	9	12718	3	68
         2	0.4786500	2	141	35	12751	1	176
         3	0.4787500	2	333	197	12707	0	530
         4	0.4788500	2	844	1216	12741	0	2060
         5	0.4789500	2	1551	3490	12508	2	5041
         6	0.4790500	2	1825	4768	12618	1	6593
         7	0.4791600	2	1567	3953	12684	3	5520
         8	0.4792500	2	1110	2044	12789	0	3154
         9	0.4793600	2	532	470	12725	0	1002
        10	0.4794600	2	139	39	12733	3	178
        11	0.4795600	2	55	10	12958	2	65
        12	0.4796600	2	35	7	12869	2	42
        13	0.4797600	2	23	6	12714	1	29
*stopped by user: 24/10/2023 16:28:20
