*Begin rocking: 24/10/2023 16:06:09
*Points: 0
*
*notes: 
*Rho-Axis: 2.400
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4784600	2	121	1417	12779	2	1538
         1	0.4785500	2	305	1869	12807	1	2174
         2	0.4786600	2	694	2854	12698	2	3548
         3	0.4787500	2	1357	4519	12773	3	5876
         4	0.4788500	2	2746	7068	12693	2	9814
         5	0.4789500	2	3564	11749	12802	3	15313
         6	0.4790500	2	3202	12654	12830	4	15856
         7	0.4791400	2	2953	10002	12689	0	12955
         8	0.4792500	2	1601	6974	12622	1	8575
         9	0.4793500	2	721	4030	12731	0	4751
*stopped by user: 24/10/2023 16:06:47
