*Begin rocking: 24/10/2023 16:39:41
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4784100	2	170	39	12856	2	209
         1	0.4784500	2	264	97	13087	1	361
         2	0.4785000	2	554	371	12669	0	925
         3	0.4785500	2	929	1061	12711	0	1990
         4	0.4786000	2	1271	2284	12755	0	3555
         5	0.4786400	2	1649	3876	12705	0	5525
         6	0.4786900	2	1786	4773	12779	2	6559
         7	0.4787500	2	1994	4955	12689	1	6949
         8	0.4788000	2	2010	4952	12502	2	6962
         9	0.4788500	2	1754	4465	12692	0	6219
        10	0.4789100	2	1391	3366	12563	1	4757
        11	0.4789500	2	1029	1498	12685	2	2527
        12	0.4790000	2	691	598	12610	4	1289
*stopped by user: 24/10/2023 16:40:31
