*Begin rocking: 17/11/2023 12:10:30
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4781000	5	31	51	32069	41	82
         1	0.4781600	5	6	5	32230	18	11
         2	0.4782000	5	5	0	32158	13	5
         3	0.4782400	5	4	1	31849	11	5
         4	0.4783000	5	6	3	32117	13	9
         5	0.4783600	5	14	5	32244	14	19
         6	0.4784000	5	14	62	32276	22	76
         7	0.4784500	5	16	29	32353	19	45
         8	0.4785100	5	12	2	32196	4	14
         9	0.4785500	5	12	4	32202	13	16
        10	0.4786000	5	20	5	32483	23	25
        11	0.4786500	5	13	21	32282	27	34
        12	0.4787100	5	18	50	32457	48	68
        13	0.4787500	5	42	101	31996	65	143
        14	0.4788000	5	71	279	32259	135	350
        15	0.4788500	5	82	476	32404	194	558
        16	0.4789000	5	103	814	32054	238	917
        17	0.4789600	5	115	1075	32204	299	1190
        18	0.4790100	5	114	1279	32885	331	1393
        19	0.4790400	5	98	1198	33049	309	1296
        20	0.4791100	5	102	1057	32625	266	1159
        21	0.4791600	5	93	756	32631	202	849
        22	0.4792100	5	82	589	32772	196	671
*stopped by user: 17/11/2023 12:13:03
