*Begin rocking: 28/10/2023 19:33:25
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4775100	5	0	4	33740	2	4
         1	0.4775600	5	0	11	34150	4	11
         2	0.4776000	5	2	12	33228	8	14
         3	0.4776400	5	0	33	33163	2	33
         4	0.4777000	5	0	76	33334	5	76
         5	0.4777500	5	4	180	32943	2	184
         6	0.4778000	5	0	414	33156	6	414
         7	0.4778600	5	1	711	33057	3	712
         8	0.4779000	5	0	970	33350	3	970
         9	0.4779500	5	1	1235	33513	5	1236
        10	0.4780000	5	0	1302	33079	3	1302
        11	0.4780500	5	0	1226	33033	7	1226
        12	0.4781000	5	0	1071	33364	3	1071
        13	0.4781500	5	1	759	33494	3	760
        14	0.4782000	5	0	369	33261	8	369
        15	0.4782500	5	0	151	33242	4	151
        16	0.4783000	5	0	52	33164	3	52
        17	0.4783600	5	2	52	33382	4	54
        18	0.4784100	5	0	82	33688	11	82
        19	0.4784500	5	0	24	33522	1	24
        20	0.4785100	5	0	4	33231	3	4
        21	0.4785500	5	1	2	33449	5	3
        22	0.4786000	5	1	2	33468	4	3
        23	0.4786500	5	2	5	33591	3	7
        24	0.4787100	5	7	48	33323	7	55
        25	0.4787600	5	10	66	33769	9	76
        26	0.4788100	5	10	13	33605	5	23
        27	0.4788600	5	7	0	33946	4	7
        28	0.4789000	5	11	3	33607	0	14
        29	0.4789500	5	21	8	33455	3	29
        30	0.4790200	5	43	31	33499	9	74
        31	0.4790600	5	50	64	33749	1	114
        32	0.4791000	5	95	150	33345	5	245
        33	0.4791500	5	132	410	33501	6	542
        34	0.4792000	5	179	640	33841	5	819
        35	0.4792600	5	215	1045	33983	2	1260
        36	0.4793100	5	268	1205	34119	5	1473
        37	0.4793600	5	277	1298	33733	4	1575
        38	0.4794000	5	261	1278	34201	3	1539
        39	0.4794500	5	224	1109	33791	5	1333
        40	0.4795000	5	177	614	34043	3	791
        41	0.4795500	5	141	441	34212	4	582
        42	0.4796000	5	99	216	34300	3	315
        43	0.4796500	5	87	98	34046	2	185
        44	0.4796900	5	48	55	34137	6	103
        45	0.4797500	5	21	21	34238	2	42
        46	0.4798000	5	16	9	33957	5	25
        47	0.4798600	5	7	3	34054	3	10
*stopped by user: 28/10/2023 19:38:48
