*Begin rocking: 06/11/2023 11:26:46
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4770100	5	389	679	35625	8	1068
         1	0.4770500	5	514	833	36103	4	1347
         2	0.4771000	5	584	1057	36255	9	1641
         3	0.4771400	5	725	1536	36152	4	2261
         4	0.4772000	5	773	1735	36176	10	2508
         5	0.4772500	5	831	2073	36127	3	2904
         6	0.4772900	5	747	2211	36273	6	2958
         7	0.4773600	5	682	2260	35165	5	2942
         8	0.4773900	5	482	2123	36321	6	2605
         9	0.4774500	5	338	1967	36095	3	2305
        10	0.4775000	5	248	1503	36009	7	1751
        11	0.4775500	5	155	1191	35797	7	1346
        12	0.4776100	5	121	935	35606	2	1056
        13	0.4776600	5	65	812	35316	3	877
        14	0.4777000	5	88	795	35482	7	883
        15	0.4777600	5	57	586	35814	8	643
        16	0.4778100	5	33	476	35555	7	509
        17	0.4778500	5	19	442	35928	2	461
        18	0.4779100	5	26	376	36139	3	402
        19	0.4779600	5	38	415	35698	2	453
        20	0.4780100	5	49	471	36021	3	520
        21	0.4780600	5	61	518	35875	4	579
        22	0.4781100	5	53	478	35655	5	531
        23	0.4781500	5	45	448	35828	5	493
        24	0.4782000	5	78	469	35778	2	547
        25	0.4782600	5	130	505	35927	7	635
        26	0.4783100	5	209	578	35662	6	787
        27	0.4783600	5	350	684	35772	3	1034
        28	0.4784100	5	475	881	35792	6	1356
        29	0.4784500	5	520	1024	36187	5	1544
        30	0.4785000	5	607	1440	35680	12	2047
        31	0.4785500	5	777	1810	35659	5	2587
        32	0.4786000	5	738	2152	36021	4	2890
        33	0.4786500	5	729	2271	35784	5	3000
        34	0.4787100	5	576	2333	36237	6	2909
        35	0.4787500	5	483	2167	35375	4	2650
        36	0.4788100	5	395	1853	35834	5	2248
        37	0.4788500	5	257	1473	35648	6	1730
        38	0.4789000	5	155	1213	36210	2	1368
        39	0.4789500	5	128	973	36141	6	1101
        40	0.4790000	5	82	643	35593	4	725
        41	0.4790600	5	50	582	35755	10	632
        42	0.4791100	5	32	438	35802	3	470
        43	0.4791600	5	32	354	35960	6	386
        44	0.4792100	5	21	342	35771	5	363
        45	0.4792500	5	12	264	35758	5	276
        46	0.4793000	5	15	217	35983	6	232
        47	0.4793500	5	16	200	35467	5	216
        48	0.4794000	5	6	160	36133	5	166
        49	0.4794500	5	4	150	36069	3	154
        50	0.4795000	5	6	160	35990	8	166
        51	0.4795500	5	3	143	36064	6	146
        52	0.4796000	5	4	142	36130	5	146
        53	0.4796500	5	7	120	36362	3	127
        54	0.4797100	5	2	103	35959	6	105
        55	0.4797500	5	2	88	36255	4	90
*stopped by user: 06/11/2023 11:33:07
