I_Scan_mA,Detector_cnts
0.0,13569.0
200000.0,12838.0
400000.0,11709.0
600000.0,8934.0
800000.0,6449.0
1000000.0,3717.0
1200000.0,1818.0
1400000.0,851.0
1600000.0,1027.0
1800000.0,2322.0
2000000.0,4661.0
2200000.0,7274.0
2400000.0,10094.0
2600000.0,12052.0
2800000.0,13377.0
3000000.0,13653.0
3200000.0,12349.0
