I_Scan_mA,Detector_cnts
0.0,5858.0
150000.0,5844.0
300000.0,5765.0
450000.0,5836.0
600000.0,5814.0
750000.0,5842.0
900000.0,5762.0
1050000.0,5720.0
1200000.0,5928.0
1350000.0,5901.0
1500000.0,6013.0
1650000.0,6127.0
1800000.0,6135.0
1950000.0,6186.0
2100000.0,6197.0
2250000.0,6293.0
2400000.0,6310.0
2550000.0,6205.0
2700000.0,6357.0
2850000.0,6202.0
3000000.0,6240.0
