I_Scan_mA,Detector_cnts
0.0,6104.0
150000.0,6217.0
300000.0,6224.0
450000.0,6231.0
600000.0,6213.0
750000.0,6193.0
900000.0,6204.0
1050000.0,6250.0
1200000.0,6198.0
1350000.0,6128.0
1500000.0,6043.0
1650000.0,6008.0
1800000.0,6100.0
1950000.0,6066.0
2100000.0,6142.0
2250000.0,6147.0
2400000.0,6095.0
2550000.0,6114.0
2700000.0,6078.0
2850000.0,6126.0
3000000.0,6153.0
