I_Scan_mA,Detector_cnts
0.0,7432.0
200000.0,10076.0
400000.0,11976.0
600000.0,13190.0
800000.0,13547.0
1000000.0,12224.0
1200000.0,10392.0
1400000.0,7622.0
1600000.0,4883.0
1800000.0,2655.0
2000000.0,1174.0
2200000.0,794.0
2400000.0,1592.0
2600000.0,3378.0
2800000.0,5945.0
3000000.0,8654.0
3200000.0,11099.0
