I_Scan_mA,Detector_cnts
0.0,7455.0
200000.0,5531.0
400000.0,3923.0
600000.0,2967.0
800000.0,2846.0
1000000.0,3466.0
1200000.0,4948.0
1400000.0,6709.0
1600000.0,8434.0
1800000.0,10360.0
2000000.0,11727.0
2200000.0,11847.0
2400000.0,11231.0
2600000.0,9899.0
2800000.0,8516.0
3000000.0,6523.0
3200000.0,4805.0
