I_Scan_mA,Detector_cnts
0.0,1201.0
200000.0,1421.0
400000.0,1971.0
600000.0,2721.0
800000.0,3812.0
1000000.0,4715.0
1200000.0,5353.0
1400000.0,5597.0
1600000.0,5620.0
1800000.0,5252.0
2000000.0,4511.0
2200000.0,3450.0
2400000.0,2510.0
2600000.0,1797.0
2800000.0,1273.0
3000000.0,1203.0
3200000.0,1504.0
