I_Scan_mA,Detector_cnts
0.0,5583.0
200000.0,5495.0
400000.0,4925.0
600000.0,4052.0
800000.0,3087.0
1000000.0,2193.0
1200000.0,1546.0
1400000.0,1196.0
1600000.0,1208.0
1800000.0,1673.0
2000000.0,2407.0
2200000.0,3478.0
2400000.0,4258.0
2600000.0,5167.0
2800000.0,5522.0
3000000.0,5642.0
3200000.0,5293.0
