* begin:	28/09/2023 21:10:03
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_A1_19pt_pi4_1500s.cfg
*
* no cfg file, sc file created manually
* 0	0.1490000	600.0	130601	6958	4273519	343078	3778774506	137559	0.0000000	0.0000000
* Date: 28/09/2023	Time: 21:35
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1500.004000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1500.00	497	1200
1	3.00	1500.00	889	2279
2	6.00	1500.00	909	2423
3	9.00	1500.00	906	2352
4	12.00	1500.00	893	2389
5	15.00	1500.00	845	2357
6	18.00	1500.00	917	2295
7	21.00	1500.00	902	2329
8	24.00	1500.00	956	2377
9	27.00	1500.00	840	2415
10	30.00	1500.00	911	2332
11	33.00	1500.00	916	2342
12	36.00	1500.00	902	2447
13	39.00	1500.00	846	2343
14	42.00	1500.00	853	2387
15	45.00	1500.00	919	2430
16	48.00	1500.00	915	2395
17	51.00	1500.00	835	2285
18	54.00	1500.00	950	2378
19	57.00	1500.00	911	2317
20	60.00	1500.00	893	2378
21	63.00	1500.00	881	2298
22	66.00	1500.00	921	2338
23	69.00	1500.00	870	2323
24	72.00	1500.00	878	2393
25	75.00	1500.00	926	2370
26	78.00	1500.00	894	2455
27	81.00	1500.00	958	2353
28	84.00	1500.00	925	2349
29	87.00	1500.00	882	2317
30	90.00	1500.00	911	2359
31	93.00	1500.00	885	2432
32	96.00	1500.00	886	2334
33	99.00	1500.00	852	2326
34	102.00	1500.00	878	2401
35	105.00	1500.00	868	2310
36	108.00	1500.00	907	2243
37	111.00	1500.00	914	2306
38	114.00	1500.00	926	2357
39	117.00	1500.00	902	2293
40	120.00	1500.00	923	2349
41	123.00	1500.00	865	2369
42	126.00	1500.00	886	2411
43	129.00	1500.00	861	2343
44	132.00	1500.00	894	2301
45	135.00	1500.00	881	2413
46	138.00	1500.00	894	2451
47	141.00	1500.00	945	2401
48	144.00	1500.00	919	2378
49	147.00	1500.00	903	2349
50	150.00	1500.00	913	2418
51	153.00	1500.00	883	2269
52	156.00	1500.00	907	2421
53	159.00	1500.00	933	2321
54	162.00	1500.00	897	2437
55	165.00	1500.00	914	2386
56	168.00	1500.00	929	2445
57	171.00	1500.00	886	2419
58	174.00	1500.00	942	2453
59	177.00	1500.00	935	2370
60	180.00	1500.00	931	2361
61	183.00	1500.00	844	2260
62	186.00	1500.00	892	2435
63	189.00	1500.00	844	2308
64	192.00	1500.00	962	2476
65	195.00	1500.00	909	2439
66	198.00	1500.00	943	2385
67	201.00	1500.00	952	2346
68	204.00	1500.00	916	2338
69	207.00	1500.00	891	2354
70	210.00	1500.00	912	2399
71	213.00	1500.00	938	2373
72	216.00	1500.00	895	2386
73	219.00	1500.00	894	2329
74	222.00	1500.00	949	2409
75	225.00	1500.00	885	2333
76	228.00	1500.00	912	2404
77	231.00	1500.00	894	2340
78	234.00	1500.00	835	2399
79	237.00	1500.00	885	2433
80	240.00	1500.00	921	2436
81	243.00	1500.00	887	2294
82	246.00	1500.00	914	2409
83	249.00	1500.00	887	2331
84	252.00	1500.00	875	2373
85	255.00	1500.00	958	2367
86	258.00	1500.00	921	2520
87	261.00	1500.00	881	2410
88	264.00	1500.00	886	2431
89	267.00	1500.00	850	2348
90	270.00	1500.00	879	2379
91	273.00	1500.00	863	2335
92	276.00	1500.00	919	2338
93	279.00	1500.00	935	2309
94	282.00	1500.00	899	2285
95	285.00	1500.00	887	2384
96	288.00	1500.00	906	2345
97	291.00	1500.00	894	2401
98	294.00	1500.00	946	2324
99	297.00	1500.00	857	2369
100	300.00	1500.00	887	2367
101	303.00	1500.00	879	2319
102	306.00	1500.00	918	2426
103	309.00	1500.00	949	2433
104	312.00	1500.00	974	2326
105	315.00	1500.00	870	2284
106	318.00	1500.00	950	2486
107	321.00	1500.00	897	2383
108	324.00	1500.00	921	2408
109	327.00	1500.00	873	2404
110	330.00	1500.00	925	2384
111	333.00	1500.00	877	2348
112	336.00	1500.00	872	2374
113	339.00	1500.00	854	2324
114	342.00	1500.00	930	2425
115	345.00	1500.00	915	2318
116	348.00	1500.00	933	2362
117	351.00	1500.00	888	2368
118	354.00	1500.00	935	2364
119	357.00	1500.00	907	2442
120	360.00	1500.00	876	2386
121	363.00	1500.00	924	2420
122	366.00	1500.00	874	2361
123	369.00	1500.00	954	2309
124	372.00	1500.00	933	2359
125	375.00	1500.00	898	2300
126	378.00	1500.00	877	2336
127	381.00	1500.00	929	2337
128	384.00	1500.00	904	2394
129	387.00	1500.00	883	2281
130	390.00	1500.00	974	2403
131	393.00	1500.00	902	2434
132	396.00	1500.00	933	2437
133	399.00	1500.00	944	2403
134	402.00	1500.00	875	2427
135	405.00	1500.00	918	2336
136	408.00	1500.00	936	2382
137	411.00	1500.00	898	2369
138	414.00	1500.00	866	2437
139	417.00	1500.00	870	2356
140	420.00	1500.00	880	2440
141	423.00	1500.00	929	2387
142	426.00	1500.00	903	2435
143	429.00	1500.00	867	2336
144	432.00	1500.00	899	2450
* end: 28/09/2023 21:35:08
