* begin:	05/09/2023 05:23:44
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2_ifg.cfg
*
* no cfg file, sc file created manually
* 0	2.9992676	20.0	30636	4328	135844	100924	3776730228	34964	0.0000000	0.0000000
* Date: 05/09/2023	Time: 05:43
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 3.000000	BinCount: 102	measured time (s): 1200.003000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	164	510
1	3.00	1200.00	331	1021
2	6.00	1200.00	302	1021
3	9.00	1200.00	305	1014
4	12.00	1200.00	299	955
5	15.00	1200.00	301	983
6	18.00	1200.00	286	1013
7	21.00	1200.00	293	1034
8	24.00	1200.00	327	1048
9	27.00	1200.00	317	1020
10	30.00	1200.00	306	985
11	33.00	1200.00	304	979
12	36.00	1200.00	299	1018
13	39.00	1200.00	295	942
14	42.00	1200.00	333	1023
15	45.00	1200.00	295	1048
16	48.00	1200.00	268	1034
17	51.00	1200.00	324	1000
18	54.00	1200.00	293	1008
19	57.00	1200.00	272	1014
20	60.00	1200.00	317	987
21	63.00	1200.00	294	969
22	66.00	1200.00	315	986
23	69.00	1200.00	286	1018
24	72.00	1200.00	322	913
25	75.00	1200.00	303	965
26	78.00	1200.00	299	988
27	81.00	1200.00	304	1023
28	84.00	1200.00	315	984
29	87.00	1200.00	266	919
30	90.00	1200.00	336	1037
31	93.00	1200.00	300	988
32	96.00	1200.00	291	976
33	99.00	1200.00	318	995
34	102.00	1200.00	276	982
35	105.00	1200.00	322	1001
36	108.00	1200.00	297	1016
37	111.00	1200.00	300	982
38	114.00	1200.00	277	1018
39	117.00	1200.00	292	1003
40	120.00	1200.00	306	1049
41	123.00	1200.00	299	1006
42	126.00	1200.00	311	1021
43	129.00	1200.00	277	1074
44	132.00	1200.00	310	1103
45	135.00	1200.00	337	1056
46	138.00	1200.00	324	1026
47	141.00	1200.00	292	987
48	144.00	1200.00	291	1069
49	147.00	1200.00	311	988
50	150.00	1200.00	283	1004
51	153.00	1200.00	278	970
52	156.00	1200.00	329	1027
53	159.00	1200.00	300	973
54	162.00	1200.00	320	972
55	165.00	1200.00	294	952
56	168.00	1200.00	333	990
57	171.00	1200.00	275	957
58	174.00	1200.00	291	925
59	177.00	1200.00	281	966
60	180.00	1200.00	299	998
61	183.00	1200.00	300	950
62	186.00	1200.00	293	945
63	189.00	1200.00	282	1003
64	192.00	1200.00	304	1028
65	195.00	1200.00	285	989
66	198.00	1200.00	295	990
67	201.00	1200.00	267	996
68	204.00	1200.00	316	1015
69	207.00	1200.00	300	910
70	210.00	1200.00	297	1023
71	213.00	1200.00	333	1019
72	216.00	1200.00	333	1020
73	219.00	1200.00	318	1004
74	222.00	1200.00	279	997
75	225.00	1200.00	320	966
76	228.00	1200.00	281	1033
77	231.00	1200.00	348	965
78	234.00	1200.00	336	1048
79	237.00	1200.00	323	1058
80	240.00	1200.00	346	1048
81	243.00	1200.00	291	1003
82	246.00	1200.00	348	954
83	249.00	1200.00	291	977
84	252.00	1200.00	319	962
85	255.00	1200.00	303	938
86	258.00	1200.00	310	1040
87	261.00	1200.00	304	1035
88	264.00	1200.00	302	1006
89	267.00	1200.00	280	972
90	270.00	1200.00	302	972
91	273.00	1200.00	275	970
92	276.00	1200.00	287	988
93	279.00	1200.00	279	946
94	282.00	1200.00	316	1011
95	285.00	1200.00	305	957
96	288.00	1200.00	279	996
97	291.00	1200.00	284	996
98	294.00	1200.00	313	955
99	297.00	1200.00	283	938
100	300.00	1200.00	303	991
101	303.00	1200.00	221	777
* end: 05/09/2023 05:43:49
