# Coil O-Beam err ps_pos
-1.7500000 33.8954537 9.3808315 108.6748050
-1.5000000 25.8781389 10.0995049 108.6748050
-1.2500000 193.1595628 20.4450483 108.6748050
-1.0000000 345.7089171 27.8567766 108.6748050
-0.7500000 457.1867266 32.4499615 108.6748050
-0.5000000 553.4679560 34.5976878 108.6748050
-0.2500000 504.0033571 32.4807635 108.6748050
0.0000000 369.2568269 27.0370117 108.6748050
0.2500000 168.1882962 18.2482876 108.6748050
0.5000000 45.1453468 9.8994949 108.6748050
0.7500000 36.4543682 10.7238053 108.6748050
1.0000000 155.2024652 19.6214169 108.6748050
1.2500000 371.5507104 28.4077454 108.6748050
1.5000000 533.2542465 33.6452077 108.6748050
1.7500000 656.1408773 36.0416426 108.6748050
