# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 26 84 0.000
1.000 3600.000 44 184 0.000
2.000 3600.000 69 174 0.000
3.000 3600.000 84 164 0.000
4.000 3600.000 57 180 0.000
5.000 3600.000 57 157 0.000
6.000 3600.000 57 157 0.000
7.000 3600.000 60 166 0.000
8.000 3600.000 66 188 0.000
9.000 3600.000 58 157 0.000
10.000 3600.000 62 160 0.000
11.000 3600.000 49 177 0.000
12.000 3600.000 60 160 0.000
13.000 3600.000 61 167 0.000
14.000 3600.000 64 183 0.000
15.000 3600.000 61 171 0.000
16.000 3600.000 58 181 0.000
17.000 3600.000 65 189 0.000
18.000 3600.000 65 181 0.000
19.000 3600.000 52 171 0.000
20.000 3600.000 47 209 0.000
21.000 3600.000 58 169 0.000
22.000 3600.000 49 163 0.000
23.000 3600.000 64 130 0.000
24.000 3600.000 44 170 0.000
25.000 3600.000 54 168 0.000
26.000 3600.000 67 175 0.000
27.000 3600.000 58 155 0.000
28.000 3600.000 57 187 0.000
29.000 3600.000 64 167 0.000
30.000 3600.000 45 220 0.000
31.000 3600.000 68 184 0.000
32.000 3600.000 64 188 0.000
33.000 3600.000 54 195 0.000
34.000 3600.000 66 191 0.000
35.000 3600.000 52 178 0.000
36.000 3600.000 62 173 0.000
37.000 3600.000 58 147 0.000
38.000 3600.000 59 156 0.000
39.000 3600.000 51 165 0.000
40.000 3600.000 66 145 0.000
41.000 3600.000 57 137 0.000
42.000 3600.000 55 173 0.000
43.000 3600.000 37 138 0.000
44.000 3600.000 67 172 0.000
45.000 3600.000 69 177 0.000
46.000 3600.000 74 165 0.000
47.000 3600.000 63 193 0.000
48.000 3600.000 63 213 0.000
49.000 3600.000 63 192 0.000
50.000 3600.000 53 208 0.000
51.000 3600.000 70 181 0.000
52.000 3600.000 70 191 0.000
53.000 3600.000 54 168 0.000
54.000 3600.000 75 153 0.000
55.000 3600.000 64 149 0.000
56.000 3600.000 53 158 0.000
57.000 3600.000 52 152 0.000
58.000 3600.000 49 148 0.000
59.000 3600.000 60 171 0.000
60.000 3600.000 66 164 0.000
61.000 3600.000 71 174 0.000
62.000 3600.000 68 186 0.000
63.000 3600.000 49 201 0.000
64.000 3600.000 78 217 0.000
65.000 3600.000 63 200 0.000
66.000 3600.000 57 182 0.000
67.000 3600.000 60 169 0.000
68.000 3600.000 62 172 0.000
69.000 3600.000 50 164 0.000
70.000 3600.000 65 162 0.000
71.000 3600.000 48 141 0.000
72.000 3600.000 64 158 0.000
73.000 3600.000 43 157 0.000
74.000 3600.000 73 158 0.000
75.000 3600.000 50 146 0.000
76.000 3600.000 67 198 0.000
77.000 3600.000 70 167 0.000
78.000 3600.000 47 202 0.000
79.000 3600.000 63 175 0.000
80.000 3600.000 49 211 0.000
81.000 3600.000 45 207 0.000
82.000 3600.000 69 217 0.000
83.000 3600.000 70 169 0.000
84.000 3600.000 57 180 0.000
85.000 3600.000 73 162 0.000
86.000 3600.000 55 157 0.000
87.000 3600.000 61 128 0.000
88.000 3600.000 63 144 0.000
89.000 3600.000 60 153 0.000
90.000 3600.000 62 130 0.000
91.000 3600.000 61 168 0.000
92.000 3600.000 61 166 0.000
93.000 3600.000 63 163 0.000
94.000 3600.000 58 189 0.000
95.000 3600.000 70 190 0.000
96.000 3600.000 64 215 0.000
97.000 3600.000 66 180 0.000
98.000 3600.000 59 192 0.000
99.000 3600.000 50 172 0.000
100.000 3600.000 84 178 0.000
101.000 3600.000 55 164 0.000
102.000 3600.000 62 173 0.000
103.000 3600.000 55 159 0.000
104.000 3600.000 61 145 0.000
105.000 3600.000 60 123 0.000
