# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 18 60 120.000
1.000 3600.000 31 106 120.000
2.000 3600.000 31 88 120.000
3.000 3600.000 22 86 120.000
4.000 3600.000 17 89 120.000
5.000 3600.000 27 74 120.000
6.000 3600.000 24 81 120.000
7.000 3600.000 20 53 120.000
8.000 3600.000 29 67 120.000
9.000 3600.000 30 60 120.000
10.000 3600.000 31 72 120.000
11.000 3600.000 30 71 120.000
12.000 3600.000 19 77 120.000
13.000 3600.000 19 75 120.000
14.000 3600.000 30 75 120.000
15.000 3600.000 26 87 120.000
16.000 3600.000 23 97 120.000
17.000 3600.000 31 95 120.000
18.000 3600.000 31 99 120.000
19.000 3600.000 24 70 120.000
20.000 3600.000 18 78 120.000
21.000 3600.000 20 71 120.000
22.000 3600.000 20 79 120.000
23.000 3600.000 31 62 120.000
24.000 3600.000 24 77 120.000
25.000 3600.000 29 69 120.000
26.000 3600.000 22 89 120.000
27.000 3600.000 26 81 120.000
28.000 3600.000 22 89 120.000
29.000 3600.000 25 90 120.000
30.000 3600.000 30 83 120.000
31.000 3600.000 20 101 120.000
32.000 3600.000 25 91 120.000
33.000 3600.000 31 83 120.000
34.000 3600.000 43 86 120.000
35.000 3600.000 20 77 120.000
36.000 3600.000 24 79 120.000
37.000 3600.000 25 70 120.000
38.000 3600.000 28 82 120.000
39.000 3600.000 17 67 120.000
40.000 3600.000 23 66 120.000
41.000 3600.000 18 71 120.000
42.000 3600.000 28 84 120.000
43.000 3600.000 14 71 120.000
44.000 3600.000 25 74 120.000
45.000 3600.000 17 75 120.000
46.000 3600.000 30 87 120.000
47.000 3600.000 25 88 120.000
48.000 3600.000 31 90 120.000
49.000 3600.000 28 103 120.000
50.000 3600.000 18 93 120.000
51.000 3600.000 23 79 120.000
52.000 3600.000 29 73 120.000
53.000 3600.000 28 62 120.000
54.000 3600.000 29 48 120.000
55.000 3600.000 21 68 120.000
56.000 3600.000 22 89 120.000
57.000 3600.000 21 72 120.000
58.000 3600.000 26 68 120.000
59.000 3600.000 22 74 120.000
60.000 3600.000 25 95 120.000
61.000 3600.000 31 80 120.000
