# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.030 13 33 -120.000
1.000 3600.030 17 48 -120.000
2.000 3600.030 23 61 -120.000
3.000 3600.030 21 97 -120.000
4.000 3600.030 27 62 -120.000
5.000 3600.030 21 58 -120.000
6.000 3600.030 23 59 -120.000
7.000 3600.030 24 59 -120.000
8.000 3600.030 17 47 -120.000
9.000 3600.030 21 41 -120.000
10.000 3600.030 25 63 -120.000
11.000 3600.030 25 44 -120.000
12.000 3600.030 20 43 -120.000
13.000 3600.030 28 50 -120.000
14.000 3600.030 18 72 -120.000
15.000 3600.030 17 56 -120.000
16.000 3600.030 19 76 -120.000
17.000 3600.030 21 69 -120.000
18.000 3600.030 32 70 -120.000
19.000 3600.030 22 54 -120.000
20.000 3600.030 24 64 -120.000
21.000 3600.030 24 57 -120.000
22.000 3600.030 28 52 -120.000
23.000 3600.030 25 47 -120.000
24.000 3600.030 21 50 -120.000
25.000 3600.030 17 41 -120.000
26.000 3600.030 19 58 -120.000
27.000 3600.030 24 64 -120.000
28.000 3600.030 27 41 -120.000
29.000 3600.030 24 54 -120.000
30.000 3600.030 19 62 -120.000
31.000 3600.030 19 52 -120.000
32.000 3600.030 26 67 -120.000
33.000 3600.030 21 77 -120.000
34.000 3600.030 27 84 -120.000
35.000 3600.030 19 62 -120.000
36.000 3600.030 35 55 -120.000
37.000 3600.030 30 50 -120.000
38.000 3600.030 20 55 -120.000
39.000 3600.030 26 42 -120.000
40.000 3600.030 18 51 -120.000
41.000 3600.030 34 44 -120.000
42.000 3600.030 26 37 -120.000
43.000 3600.030 26 49 -120.000
44.000 3600.030 18 47 -120.000
45.000 3600.030 25 47 -120.000
46.000 3600.030 24 56 -120.000
47.000 3600.030 23 65 -120.000
48.000 3600.030 21 56 -120.000
49.000 3600.030 15 62 -120.000
50.000 3600.030 25 66 -120.000
51.000 3600.030 22 62 -120.000
52.000 3600.030 16 71 -120.000
53.000 3600.030 31 57 -120.000
54.000 3600.030 26 74 -120.000
55.000 3600.030 19 38 -120.000
56.000 3600.030 21 46 -120.000
57.000 3600.030 22 41 -120.000
58.000 3600.030 18 46 -120.000
59.000 3600.030 21 48 -120.000
60.000 3600.030 15 53 -120.000
61.000 3600.030 20 42 -120.000
62.000 3600.030 17 64 -120.000
63.000 3600.030 26 66 -120.000
64.000 3600.030 27 74 -120.000
65.000 3600.030 24 51 -120.000
66.000 3600.030 21 72 -120.000
67.000 3600.030 23 58 -120.000
68.000 3600.030 15 59 -120.000
69.000 3600.030 24 66 -120.000
70.000 3600.030 21 47 -120.000
71.000 3600.030 29 50 -120.000
72.000 3600.030 22 47 -120.000
73.000 3600.030 26 42 -120.000
74.000 3600.030 22 49 -120.000
75.000 3600.030 23 38 -120.000
76.000 3600.030 25 42 -120.000
77.000 3600.030 23 44 -120.000
78.000 3600.030 24 50 -120.000
79.000 3600.030 21 72 -120.000
80.000 3600.030 32 62 -120.000
81.000 3600.030 18 69 -120.000
82.000 3600.030 28 73 -120.000
83.000 3600.030 25 62 -120.000
84.000 3600.030 33 66 -120.000
85.000 3600.030 23 56 -120.000
86.000 3600.030 20 64 -120.000
87.000 3600.030 23 62 -120.000
88.000 3600.030 17 58 -120.000
89.000 3600.030 19 34 -120.000
90.000 3600.030 14 45 -120.000
91.000 3600.030 35 42 -120.000
92.000 3600.030 26 62 -120.000
93.000 3600.030 18 64 -120.000
94.000 3600.030 26 66 -120.000
95.000 3600.030 28 65 -120.000
96.000 3600.030 31 71 -120.000
