# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 140 7834 619778 7946 3764281858 7974 0.0000000 0.0000000 109.4252930 14.0500000
-1.5000000 60.0 318 7744 627871 7891 3764281922 8062 0.0000000 0.0000000 109.4252930 14.0500000
-1.2500000 60.0 1110 7693 623821 7889 3764281987 8803 0.0000000 0.0000000 109.4252930 14.0500000
-1.0000000 60.0 2062 7513 621012 7832 3764282051 9575 0.0000000 0.0000000 109.4252930 14.0500000
-0.7500000 60.0 2861 7767 668182 7925 3764282115 10628 0.0000000 0.0000000 109.4252930 14.0500000
-0.5000000 60.0 2945 7794 708315 7797 3764282179 10739 0.0000000 0.0000000 109.4252930 14.0500000
-0.2500000 60.0 2431 7808 694983 7998 3764282243 10239 0.0000000 0.0000000 109.4252930 14.0500000
0.0000000 60.0 1492 8009 673623 7871 3764282308 9501 0.0000000 0.0000000 109.4252930 14.0500000
0.2500000 60.0 644 8035 651858 7819 3764282372 8679 0.0000000 0.0000000 109.4252930 14.0500000
0.5000000 60.0 153 8092 706128 8036 3764282436 8245 0.0000000 0.0000000 109.4252930 14.0500000
0.7500000 60.0 374 7826 700880 7809 3764282500 8200 0.0000000 0.0000000 109.4252930 14.0500000
1.0000000 60.0 1079 8102 674343 8133 3764282564 9181 0.0000000 0.0000000 109.4252930 14.0500000
1.2500000 60.0 2105 7880 623119 7820 3764282629 9985 0.0000000 0.0000000 109.4252930 14.0500000
1.5000000 60.0 2774 7985 638011 7968 3764282693 10759 0.0000000 0.0000000 109.4252930 14.0500000
1.7500000 60.0 2926 7818 668642 7723 3764282757 10744 0.0000000 0.0000000 109.4252930 14.0500000
