# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 112 9532 681447 7893 3764298340 9644 0.0000000 0.0000000 109.9497070 13.6750000
-1.5000000 60.0 250 9190 665691 7710 3764298404 9440 0.0000000 0.0000000 109.9497070 13.6750000
-1.2500000 60.0 828 9711 678307 8014 3764298468 10539 0.0000000 0.0000000 109.9497070 13.6750000
-1.0000000 60.0 1668 9366 688960 7966 3764298533 11034 0.0000000 0.0000000 109.9497070 13.6750000
-0.7500000 60.0 2209 9564 702585 7886 3764298597 11773 0.0000000 0.0000000 109.9497070 13.6750000
-0.5000000 60.0 2260 9668 685805 8027 3764298661 11928 0.0000000 0.0000000 109.9497070 13.6750000
-0.2500000 60.0 1879 9441 622889 8018 3764298725 11320 0.0000000 0.0000000 109.9497070 13.6750000
0.0000000 60.0 1196 9674 627492 7925 3764298790 10870 0.0000000 0.0000000 109.9497070 13.6750000
0.2500000 60.0 439 9460 671695 7913 3764298854 9899 0.0000000 0.0000000 109.9497070 13.6750000
0.5000000 60.0 116 9622 700021 8162 3764298918 9738 0.0000000 0.0000000 109.9497070 13.6750000
0.7500000 60.0 268 9322 704461 7973 3764298982 9590 0.0000000 0.0000000 109.9497070 13.6750000
1.0000000 60.0 931 9468 641792 7992 3764299047 10399 0.0000000 0.0000000 109.9497070 13.6750000
1.2500000 60.0 1750 9378 681294 7897 3764299111 11128 0.0000000 0.0000000 109.9497070 13.6750000
1.5000000 60.0 2274 9029 687281 7797 3764299175 11303 0.0000000 0.0000000 109.9497070 13.6750000
1.7500000 60.0 2472 9151 626538 8065 3764299239 11623 0.0000000 0.0000000 109.9497070 13.6750000
