# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 126 6997 716416 7910 3764279504 7123 0.0000000 0.0000000 109.3500980 14.2343750
-1.5000000 60.0 389 6891 701304 7850 3764279569 7280 0.0000000 0.0000000 109.3500980 14.2343750
-1.2500000 60.0 1169 6845 704550 7861 3764279633 8014 0.0000000 0.0000000 109.3500980 14.2343750
-1.0000000 60.0 2351 6796 698976 7805 3764279697 9147 0.0000000 0.0000000 109.3500980 14.2343750
-0.7500000 60.0 3199 6838 666587 7953 3764279761 10037 0.0000000 0.0000000 109.3500980 14.2343750
-0.5000000 60.0 3333 6932 636299 7947 3764279826 10265 0.0000000 0.0000000 109.3500980 14.2343750
-0.2500000 60.0 2728 7051 631298 8004 3764279890 9779 0.0000000 0.0000000 109.3500980 14.2343750
0.0000000 60.0 1771 6911 632573 7886 3764279954 8682 0.0000000 0.0000000 109.3500980 14.2343750
0.2500000 60.0 693 7058 623222 7943 3764280018 7751 0.0000000 0.0000000 109.3500980 14.2343750
0.5000000 60.0 187 7073 684527 7913 3764280082 7260 0.0000000 0.0000000 109.3500980 14.2343750
0.7500000 60.0 383 6837 658177 7883 3764280147 7220 0.0000000 0.0000000 109.3500980 14.2343750
1.0000000 60.0 1235 6908 629277 7885 3764280211 8143 0.0000000 0.0000000 109.3500980 14.2343750
1.2500000 60.0 2305 6831 676241 7857 3764280275 9136 0.0000000 0.0000000 109.3500980 14.2343750
1.5000000 60.0 3151 6866 680520 8014 3764280339 10017 0.0000000 0.0000000 109.3500980 14.2343750
1.7500000 60.0 3268 6773 656074 7956 3764280403 10041 0.0000000 0.0000000 109.3500980 14.2343750
