#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-0.208740 20.0 565 2599 127484 1446 3776163829 4610 0.000000 0.000000
-0.010986 20.0 495 2893 124929 1231 3776163855 4619 0.000000 0.000000
0.197754 20.0 462 3363 127829 847 3776163882 4672 0.000000 0.000000
0.384522 20.0 333 4115 127925 396 3776163909 4844 0.000000 0.000000
0.604248 20.0 217 4374 127281 276 3776163936 4867 0.000000 0.000000
0.812988 20.0 214 4179 126535 322 3776163963 4715 0.000000 0.000000
0.999756 20.0 275 3969 122871 537 3776163989 4781 0.000000 0.000000
1.197510 20.0 328 3369 123501 969 3776164016 4666 0.000000 0.000000
1.395264 20.0 507 2921 122412 1347 3776164043 4775 0.000000 0.000000
1.604004 20.0 525 2616 121680 1499 3776164070 4640 0.000000 0.000000
1.801758 20.0 590 2536 126400 1423 3776164096 4549 0.000000 0.000000
2.010498 20.0 549 2925 128462 1297 3776164123 4771 0.000000 0.000000
2.208252 20.0 466 3410 125425 827 3776164150 4703 0.000000 0.000000
2.406006 20.0 319 3854 126453 489 3776164177 4662 0.000000 0.000000
2.592773 20.0 264 4343 128163 243 3776164204 4850 0.000000 0.000000
2.801514 20.0 217 4334 128047 315 3776164231 4866 0.000000 0.000000
2.988281 20.0 255 4073 127638 578 3776164258 4906 0.000000 0.000000
