# Coil O-Beam err ps_pos
-1.4000000 0.0190630 0.0024800 -0.4943850
-1.2000000 0.0137266 0.0021565 -0.4943850
-1.0000000 0.0096948 0.0017361 -0.4943850
-0.8000000 -0.0001010 0.0010494 -0.4943850
-0.6000000 -0.0039515 0.0005592 -0.4943850
-0.4000000 -0.0024725 0.0008493 -0.4943850
-0.2000000 0.0026438 0.0014507 -0.4943850
0.0000000 0.0050325 0.0018472 -0.4943850
0.2000000 0.0211381 0.0024791 -0.4943850
0.4000000 0.0209987 0.0026574 -0.4943850
0.6000000 0.0251402 0.0027343 -0.4943850
0.8000000 0.0218565 0.0025780 -0.4943850
1.0000000 0.0137878 0.0021891 -0.4943850
1.2000000 0.0102128 0.0017940 -0.4943850
1.4000000 0.0022442 0.0011927 -0.4943850
