# Coil O-Beam err ps_pos
-1.4000000 0.0123633 0.0021765 -0.3405760
-1.2000000 0.0063147 0.0018065 -0.3405760
-1.0000000 0.0011927 0.0014023 -0.3405760
-0.8000000 -0.0041281 0.0008706 -0.3405760
-0.6000000 -0.0049831 0.0006314 -0.3405760
-0.4000000 -0.0044479 0.0007973 -0.3405760
-0.2000000 -0.0015373 0.0012280 -0.3405760
0.0000000 0.0050270 0.0017213 -0.3405760
0.2000000 0.0053301 0.0019418 -0.3405760
0.4000000 0.0126906 0.0022617 -0.3405760
0.6000000 0.0123970 0.0022551 -0.3405760
0.8000000 0.0154994 0.0022603 -0.3405760
1.0000000 0.0071509 0.0018819 -0.3405760
1.2000000 0.0029668 0.0015004 -0.3405760
1.4000000 -0.0004044 0.0010939 -0.3405760
