# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 791 7187 366915 9471 3771365503 7978 0.0000000 0.0000000 0.9667970
-1.2000000 60.0 560 7268 367298 9355 3771365566 7828 0.0000000 0.0000000 0.9667970
-1.0000000 60.0 349 7363 368010 9618 3771365629 7712 0.0000000 0.0000000 0.9667970
-0.8000000 60.0 123 7271 365570 9536 3771365693 7394 0.0000000 0.0000000 0.9667970
-0.6000000 60.0 77 7339 367178 9506 3771365756 7416 0.0000000 0.0000000 0.9667970
-0.4000000 60.0 100 7226 367112 9499 3771365819 7326 0.0000000 0.0000000 0.9667970
-0.2000000 60.0 220 7265 366924 9476 3771365883 7485 0.0000000 0.0000000 0.9667970
0.0000000 60.0 453 7347 366783 9707 3771365946 7800 0.0000000 0.0000000 0.9667970
0.2000000 60.0 739 7254 366529 9534 3771366009 7993 0.0000000 0.0000000 0.9667970
0.4000000 60.0 899 7322 366505 9436 3771366073 8221 0.0000000 0.0000000 0.9667970
0.6000000 60.0 915 7266 366856 9596 3771366136 8181 0.0000000 0.0000000 0.9667970
0.8000000 60.0 818 7375 366482 9477 3771366199 8193 0.0000000 0.0000000 0.9667970
1.0000000 60.0 645 7264 366502 9412 3771366263 7909 0.0000000 0.0000000 0.9667970
1.2000000 60.0 403 7186 366960 9460 3771366326 7589 0.0000000 0.0000000 0.9667970
1.4000000 60.0 163 7365 369920 9579 3771366390 7528 0.0000000 0.0000000 0.9667970
