# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 809 7892 374544 9859 3771345827 8701 0.0000000 0.0000000 0.6152340
-1.2000000 60.0 599 7773 373576 9699 3771345890 8372 0.0000000 0.0000000 0.6152340
-1.0000000 60.0 314 7902 373699 9678 3771345954 8216 0.0000000 0.0000000 0.6152340
-0.8000000 60.0 129 7803 374672 9693 3771346017 7932 0.0000000 0.0000000 0.6152340
-0.6000000 60.0 54 7674 373686 9881 3771346080 7728 0.0000000 0.0000000 0.6152340
-0.4000000 60.0 126 7769 373580 9633 3771346144 7895 0.0000000 0.0000000 0.6152340
-0.2000000 60.0 272 7934 374207 9821 3771346207 8206 0.0000000 0.0000000 0.6152340
0.0000000 60.0 494 7805 374796 9834 3771346270 8299 0.0000000 0.0000000 0.6152340
0.2000000 60.0 723 7881 374277 9679 3771346334 8604 0.0000000 0.0000000 0.6152340
0.4000000 60.0 883 7674 373686 9616 3771346397 8557 0.0000000 0.0000000 0.6152340
0.6000000 60.0 888 7796 375366 9796 3771346460 8684 0.0000000 0.0000000 0.6152340
0.8000000 60.0 788 8069 374169 9686 3771346524 8857 0.0000000 0.0000000 0.6152340
1.0000000 60.0 598 7826 374490 10002 3771346587 8424 0.0000000 0.0000000 0.6152340
1.2000000 60.0 375 7860 374619 9762 3771346650 8235 0.0000000 0.0000000 0.6152340
1.4000000 60.0 145 7719 374210 9628 3771346714 7864 0.0000000 0.0000000 0.6152340
