# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 521 9465 381215 9852 3771326156 9986 0.0000000 0.0000000 0.2636720
-1.2000000 60.0 333 9400 381703 9874 3771326219 9733 0.0000000 0.0000000 0.2636720
-1.0000000 60.0 209 9316 380923 9885 3771326282 9525 0.0000000 0.0000000 0.2636720
-0.8000000 60.0 80 9408 381612 9960 3771326346 9488 0.0000000 0.0000000 0.2636720
-0.6000000 60.0 39 9419 381099 9885 3771326409 9458 0.0000000 0.0000000 0.2636720
-0.4000000 60.0 81 9271 381958 9866 3771326472 9352 0.0000000 0.0000000 0.2636720
-0.2000000 60.0 199 9372 381756 9947 3771326536 9571 0.0000000 0.0000000 0.2636720
0.0000000 60.0 408 9292 381486 9871 3771326599 9700 0.0000000 0.0000000 0.2636720
0.2000000 60.0 539 9424 381955 9929 3771326662 9963 0.0000000 0.0000000 0.2636720
0.4000000 60.0 656 9547 382578 9835 3771326726 10203 0.0000000 0.0000000 0.2636720
0.6000000 60.0 674 9373 383097 10048 3771326789 10047 0.0000000 0.0000000 0.2636720
0.8000000 60.0 521 9407 381893 9774 3771326852 9928 0.0000000 0.0000000 0.2636720
1.0000000 60.0 394 9437 381644 10010 3771326916 9831 0.0000000 0.0000000 0.2636720
1.2000000 60.0 229 9402 381493 9804 3771326979 9631 0.0000000 0.0000000 0.2636720
1.4000000 60.0 88 9393 380522 9978 3771327042 9481 0.0000000 0.0000000 0.2636720
