# ps_pos exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
106.5952148 20.0 2815 4041 305365 4861 3760797856 6856 0.0000000 0.0000000
106.6748047 20.0 3248 3685 302549 4980 3760797884 6933 0.0000000 0.0000000
106.7504883 20.0 3231 3527 301971 4891 3760797911 6758 0.0000000 0.0000000
106.8251953 20.0 3106 3776 302882 4889 3760797939 6882 0.0000000 0.0000000
106.8999023 20.0 2528 4221 302119 5054 3760797967 6749 0.0000000 0.0000000
106.9750977 20.0 2047 4858 302219 4936 3760797995 6905 0.0000000 0.0000000
107.0507812 20.0 1547 5364 303915 4918 3760798023 6911 0.0000000 0.0000000
107.1250000 20.0 1243 5676 301884 4884 3760798051 6919 0.0000000 0.0000000
107.1997070 20.0 1285 5570 301231 4942 3760798079 6855 0.0000000 0.0000000
107.2749023 20.0 1574 5290 300991 5013 3760798106 6864 0.0000000 0.0000000
107.3500977 20.0 2107 4818 301646 4971 3760798134 6925 0.0000000 0.0000000
107.4252930 20.0 2645 4085 304705 4920 3760798162 6730 0.0000000 0.0000000
107.5000000 20.0 3049 3833 300968 5001 3760798190 6882 0.0000000 0.0000000
107.5751953 20.0 3252 3615 302244 4945 3760798217 6867 0.0000000 0.0000000
107.6499023 20.0 2847 3734 300736 5047 3760798245 6581 0.0000000 0.0000000
107.7250977 20.0 2519 4353 304023 5034 3760798273 6872 0.0000000 0.0000000
107.7998047 20.0 2035 4880 302911 5117 3760798301 6915 0.0000000 0.0000000
107.8750000 20.0 1495 5586 304511 5073 3760798329 7081 0.0000000 0.0000000
107.9497070 20.0 1164 5847 303480 4991 3760798357 7011 0.0000000 0.0000000
108.0249023 20.0 1185 5644 302564 5086 3760798384 6829 0.0000000 0.0000000
108.0996094 20.0 1514 5307 303041 5043 3760798412 6821 0.0000000 0.0000000
108.1752930 20.0 2028 4636 302874 4934 3760798440 6664 0.0000000 0.0000000
108.2500000 20.0 2853 4013 304840 4914 3760798468 6866 0.0000000 0.0000000
108.3251953 20.0 3312 3566 305543 4924 3760798496 6878 0.0000000 0.0000000
108.3999023 20.0 3475 3517 303794 4916 3760798524 6992 0.0000000 0.0000000
108.4750977 20.0 3053 3852 305015 4909 3760798552 6905 0.0000000 0.0000000
108.5502930 20.0 2446 4409 304064 5054 3760798580 6855 0.0000000 0.0000000
108.6250000 20.0 1697 5167 302994 4986 3760798607 6864 0.0000000 0.0000000
