#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-0.197754 20.0 702 3366 125918 1799 3776724958 4068 0.000000 0.000000
-0.010986 20.0 636 4323 127317 1126 3776724985 4959 0.000000 0.000000
0.197754 20.0 397 5116 126888 702 3776725011 5513 0.000000 0.000000
0.395508 20.0 264 5668 127174 335 3776725038 5932 0.000000 0.000000
0.604248 20.0 187 5678 126350 309 3776725065 5865 0.000000 0.000000
0.802002 20.0 229 5114 126068 686 3776725092 5343 0.000000 0.000000
1.010742 20.0 385 4356 125677 1359 3776725118 4741 0.000000 0.000000
1.186523 20.0 580 3586 126767 1848 3776725145 4166 0.000000 0.000000
1.384277 20.0 772 2914 128171 2184 3776725172 3686 0.000000 0.000000
1.604004 20.0 800 2677 129402 2342 3776725198 3477 0.000000 0.000000
1.801758 20.0 799 3154 128531 1948 3776725225 3953 0.000000 0.000000
1.999512 20.0 646 3915 128451 1386 3776725252 4561 0.000000 0.000000
2.197266 20.0 458 4903 127831 795 3776725279 5361 0.000000 0.000000
2.395020 20.0 272 5514 128373 330 3776725306 5786 0.000000 0.000000
2.603760 20.0 177 5661 128665 279 3776725332 5838 0.000000 0.000000
2.801514 20.0 249 5200 128069 638 3776725359 5449 0.000000 0.000000
2.999268 20.0 384 4328 135844 1269 3776725385 4712 0.000000 0.000000
