# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 748 11980 650071 7831 3764584733 12728 0.0000000 0.0000000 107.9936520
5.0000000 60.0 1101 12103 651760 7878 3764584801 13204 0.0000000 0.0000000 107.9936520
10.0000000 60.0 1298 12034 655068 7887 3764584868 13332 0.0000000 0.0000000 107.9936520
15.0000000 60.0 1471 11922 658585 7905 3764584936 13393 0.0000000 0.0000000 107.9936520
20.0000000 60.0 1174 11919 653081 7823 3764585004 13093 0.0000000 0.0000000 107.9936520
25.0000000 60.0 757 12029 656273 7859 3764585071 12786 0.0000000 0.0000000 107.9936520
30.0000000 60.0 353 11939 660005 7906 3764585139 12292 0.0000000 0.0000000 107.9936520
35.0000000 60.0 161 11976 656504 7893 3764585206 12137 0.0000000 0.0000000 107.9936520
40.0000000 60.0 157 12013 659351 7796 3764585274 12170 0.0000000 0.0000000 107.9936520
45.0000000 60.0 327 12190 656431 7955 3764585341 12517 0.0000000 0.0000000 107.9936520
50.0000000 60.0 810 11759 656395 7870 3764585409 12569 0.0000000 0.0000000 107.9936520
55.0000000 60.0 1007 11882 656725 7824 3764585476 12889 0.0000000 0.0000000 107.9936520
60.0000000 60.0 1226 11827 654543 7818 3764585544 13053 0.0000000 0.0000000 107.9936520
65.0000000 60.0 1198 11940 653899 7793 3764585611 13138 0.0000000 0.0000000 107.9936520
70.0000000 60.0 889 11846 657628 7877 3764585679 12735 0.0000000 0.0000000 107.9936520
75.0000000 60.0 617 11623 657843 7918 3764585746 12240 0.0000000 0.0000000 107.9936520
80.0000000 60.0 242 11518 655494 7862 3764585814 11760 0.0000000 0.0000000 107.9936520
85.0000000 60.0 95 11741 658258 7883 3764585881 11836 0.0000000 0.0000000 107.9936520
90.0000000 60.0 193 11540 657808 7777 3764585949 11733 0.0000000 0.0000000 107.9936520
95.0000000 60.0 531 11292 660567 7715 3764586016 11823 0.0000000 0.0000000 107.9936520
