# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 451 10338 651241 7324 3764641195 10789 0.0000000 0.0000000 109.7998050
5.0000000 60.0 752 10213 642083 7565 3764641263 10965 0.0000000 0.0000000 109.7998050
10.0000000 60.0 886 10292 632581 7473 3764641331 11178 0.0000000 0.0000000 109.7998050
15.0000000 60.0 878 10351 623310 7493 3764641398 11229 0.0000000 0.0000000 109.7998050
20.0000000 60.0 781 10526 629933 7465 3764641466 11307 0.0000000 0.0000000 109.7998050
25.0000000 60.0 522 10310 636107 7348 3764641533 10832 0.0000000 0.0000000 109.7998050
30.0000000 60.0 242 10085 645513 7398 3764641601 10327 0.0000000 0.0000000 109.7998050
35.0000000 60.0 82 10579 640373 7542 3764641669 10661 0.0000000 0.0000000 109.7998050
40.0000000 60.0 110 10385 616496 7377 3764641736 10495 0.0000000 0.0000000 109.7998050
45.0000000 60.0 279 10498 690568 7559 3764641804 10777 0.0000000 0.0000000 109.7998050
50.0000000 60.0 499 10284 705959 7506 3764641871 10783 0.0000000 0.0000000 109.7998050
55.0000000 60.0 803 10286 684759 7502 3764641939 11089 0.0000000 0.0000000 109.7998050
60.0000000 60.0 911 10384 693993 7415 3764642007 11295 0.0000000 0.0000000 109.7998050
65.0000000 60.0 905 10154 692561 7464 3764642074 11059 0.0000000 0.0000000 109.7998050
70.0000000 60.0 658 10469 702921 7421 3764642142 11127 0.0000000 0.0000000 109.7998050
75.0000000 60.0 389 10312 674975 7405 3764642209 10701 0.0000000 0.0000000 109.7998050
80.0000000 60.0 144 10379 621274 7410 3764642277 10523 0.0000000 0.0000000 109.7998050
85.0000000 60.0 84 10233 720251 7445 3764642345 10317 0.0000000 0.0000000 109.7998050
90.0000000 60.0 175 10314 721646 7388 3764642412 10489 0.0000000 0.0000000 109.7998050
95.0000000 60.0 370 10392 670650 7381 3764642480 10762 0.0000000 0.0000000 109.7998050
