# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 381 10741 622836 7605 3764634133 11122 0.0000000 0.0000000 109.5751950
5.0000000 60.0 618 10542 677467 7441 3764634200 11160 0.0000000 0.0000000 109.5751950
10.0000000 60.0 813 10485 714381 7486 3764634268 11298 0.0000000 0.0000000 109.5751950
15.0000000 60.0 781 10583 675602 7530 3764634335 11364 0.0000000 0.0000000 109.5751950
20.0000000 60.0 657 10797 622108 7337 3764634403 11454 0.0000000 0.0000000 109.5751950
25.0000000 60.0 451 10710 618862 7558 3764634471 11161 0.0000000 0.0000000 109.5751950
30.0000000 60.0 290 10754 618144 7405 3764634538 11044 0.0000000 0.0000000 109.5751950
35.0000000 60.0 110 10311 684651 7432 3764634606 10421 0.0000000 0.0000000 109.5751950
40.0000000 60.0 79 10587 729079 7463 3764634673 10666 0.0000000 0.0000000 109.5751950
45.0000000 60.0 228 10556 786932 7359 3764634741 10784 0.0000000 0.0000000 109.5751950
50.0000000 60.0 438 10828 705511 7493 3764634808 11266 0.0000000 0.0000000 109.5751950
55.0000000 60.0 729 10388 716397 7441 3764634876 11117 0.0000000 0.0000000 109.5751950
60.0000000 60.0 866 10576 683344 7494 3764634944 11442 0.0000000 0.0000000 109.5751950
65.0000000 60.0 878 10588 665746 7356 3764635011 11466 0.0000000 0.0000000 109.5751950
70.0000000 60.0 602 10657 668843 7508 3764635079 11259 0.0000000 0.0000000 109.5751950
75.0000000 60.0 364 10765 660511 7408 3764635146 11129 0.0000000 0.0000000 109.5751950
80.0000000 60.0 172 10399 640246 7495 3764635214 10571 0.0000000 0.0000000 109.5751950
85.0000000 60.0 87 10982 769205 7521 3764635281 11069 0.0000000 0.0000000 109.5751950
90.0000000 60.0 138 10815 655863 7479 3764635349 10953 0.0000000 0.0000000 109.5751950
95.0000000 60.0 318 10597 670217 7372 3764635417 10915 0.0000000 0.0000000 109.5751950
