# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 503 10281 688264 7506 3764608247 10784 0.0000000 0.0000000 108.7500000
5.0000000 60.0 841 10023 733466 7489 3764608315 10864 0.0000000 0.0000000 108.7500000
10.0000000 60.0 985 10184 677383 7517 3764608383 11169 0.0000000 0.0000000 108.7500000
15.0000000 60.0 1108 10295 711619 7430 3764608450 11403 0.0000000 0.0000000 108.7500000
20.0000000 60.0 953 10204 711101 7704 3764608518 11157 0.0000000 0.0000000 108.7500000
25.0000000 60.0 675 9661 672525 7700 3764608585 10336 0.0000000 0.0000000 108.7500000
30.0000000 60.0 334 9864 728648 7625 3764608653 10198 0.0000000 0.0000000 108.7500000
35.0000000 60.0 124 10037 714268 7481 3764608720 10161 0.0000000 0.0000000 108.7500000
40.0000000 60.0 100 10026 612626 7532 3764608788 10126 0.0000000 0.0000000 108.7500000
45.0000000 60.0 295 10098 588258 7650 3764608855 10393 0.0000000 0.0000000 108.7500000
50.0000000 60.0 641 10195 622593 7594 3764608923 10836 0.0000000 0.0000000 108.7500000
55.0000000 60.0 933 10223 658404 7595 3764608990 11156 0.0000000 0.0000000 108.7500000
60.0000000 60.0 1178 10039 620702 7513 3764609058 11217 0.0000000 0.0000000 108.7500000
65.0000000 60.0 1049 10175 620618 7605 3764609125 11224 0.0000000 0.0000000 108.7500000
70.0000000 60.0 921 10149 638210 7516 3764609193 11070 0.0000000 0.0000000 108.7500000
75.0000000 60.0 540 10004 646501 7570 3764609260 10544 0.0000000 0.0000000 108.7500000
80.0000000 60.0 226 10239 621193 7591 3764609328 10465 0.0000000 0.0000000 108.7500000
85.0000000 60.0 89 10286 639535 7466 3764609396 10375 0.0000000 0.0000000 108.7500000
90.0000000 60.0 178 10307 646320 7343 3764609463 10485 0.0000000 0.0000000 108.7500000
95.0000000 60.0 402 10175 668868 7541 3764609531 10577 0.0000000 0.0000000 108.7500000
