# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1182 6548 684908 7534 3764601192 7730 0.0000000 0.0000000 108.5253910
5.0000000 60.0 2019 6802 678413 7550 3764601259 8821 0.0000000 0.0000000 108.5253910
10.0000000 60.0 2489 6616 682500 7715 3764601327 9105 0.0000000 0.0000000 108.5253910
15.0000000 60.0 2570 6603 683200 7475 3764601395 9173 0.0000000 0.0000000 108.5253910
20.0000000 60.0 2155 6624 683672 7542 3764601462 8779 0.0000000 0.0000000 108.5253910
25.0000000 60.0 1401 6634 682186 7536 3764601530 8035 0.0000000 0.0000000 108.5253910
30.0000000 60.0 623 6562 689425 7572 3764601597 7185 0.0000000 0.0000000 108.5253910
35.0000000 60.0 204 6617 686215 7587 3764601665 6821 0.0000000 0.0000000 108.5253910
40.0000000 60.0 212 6549 683787 7556 3764601732 6761 0.0000000 0.0000000 108.5253910
45.0000000 60.0 685 6644 681911 7361 3764601800 7329 0.0000000 0.0000000 108.5253910
50.0000000 60.0 1507 6585 682594 7529 3764601867 8092 0.0000000 0.0000000 108.5253910
55.0000000 60.0 2143 6732 684124 7341 3764601935 8875 0.0000000 0.0000000 108.5253910
60.0000000 60.0 2558 6819 684707 7461 3764602002 9377 0.0000000 0.0000000 108.5253910
65.0000000 60.0 2457 6544 682159 7537 3764602070 9001 0.0000000 0.0000000 108.5253910
70.0000000 60.0 1827 6471 685530 7608 3764602137 8298 0.0000000 0.0000000 108.5253910
75.0000000 60.0 1055 6629 684101 7481 3764602205 7684 0.0000000 0.0000000 108.5253910
80.0000000 60.0 350 6536 687601 7628 3764602272 6886 0.0000000 0.0000000 108.5253910
85.0000000 60.0 141 6646 684021 7729 3764602340 6787 0.0000000 0.0000000 108.5253910
90.0000000 60.0 437 6607 686335 7490 3764602407 7044 0.0000000 0.0000000 108.5253910
95.0000000 60.0 1052 6649 687292 7443 3764602475 7701 0.0000000 0.0000000 108.5253910
