# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.977295 20.0 279 3858 131591 920 3776668626 4137 0.000000 0.000000 -0.500000
-2.812500 20.0 461 2951 126071 1658 3776668653 3412 0.000000 0.000000 -0.500000
-2.603760 20.0 609 2291 126407 1925 3776668679 2900 0.000000 0.000000 -0.500000
-2.395020 20.0 760 2349 125530 1961 3776668706 3109 0.000000 0.000000 -0.500000
-2.197266 20.0 641 2759 125703 1516 3776668733 3400 0.000000 0.000000 -0.500000
-2.010498 20.0 496 3634 125507 1021 3776668759 4130 0.000000 0.000000 -0.500000
-1.801758 20.0 309 4369 124854 440 3776668786 4678 0.000000 0.000000 -0.500000
-1.604004 20.0 191 4887 127162 199 3776668813 5078 0.000000 0.000000 -0.500000
-1.406250 20.0 137 4963 125849 257 3776668840 5100 0.000000 0.000000 -0.500000
-1.197510 20.0 212 4228 125256 785 3776668866 4440 0.000000 0.000000 -0.500000
-0.999756 20.0 406 3307 125546 1353 3776668893 3713 0.000000 0.000000 -0.500000
-0.802002 20.0 530 2702 134164 1761 3776668920 3232 0.000000 0.000000 -0.500000
-0.604248 20.0 734 2355 134431 2010 3776668946 3089 0.000000 0.000000 -0.500000
-0.395508 20.0 722 2389 125704 1812 3776668973 3111 0.000000 0.000000 -0.500000
-0.208740 20.0 565 2962 125412 1401 3776669000 3527 0.000000 0.000000 -0.500000
0.000000 20.0 444 3869 125997 857 3776669027 4313 0.000000 0.000000 -0.500000
0.208740 20.0 287 4410 126370 384 3776669053 4697 0.000000 0.000000 -0.500000
0.384522 20.0 201 4969 127733 170 3776669080 5170 0.000000 0.000000 -0.500000
0.593262 20.0 125 4791 128614 254 3776669106 4916 0.000000 0.000000 -0.500000
0.812988 20.0 220 4295 125900 715 3776669133 4515 0.000000 0.000000 -0.500000
0.999756 20.0 328 3468 130926 1221 3776669160 3796 0.000000 0.000000 -0.500000
1.197510 20.0 492 2781 133176 1579 3776669187 3273 0.000000 0.000000 -0.500000
1.384277 20.0 620 2350 124748 1931 3776669213 2970 0.000000 0.000000 -0.500000
1.593018 20.0 751 2338 123841 1880 3776669240 3089 0.000000 0.000000 -0.500000
1.790771 20.0 666 2826 124378 1493 3776669267 3492 0.000000 0.000000 -0.500000
1.999512 20.0 492 3469 124133 1010 3776669293 3961 0.000000 0.000000 -0.500000
2.197266 20.0 351 4532 123968 491 3776669320 4883 0.000000 0.000000 -0.500000
2.395020 20.0 174 5087 123547 203 3776669347 5261 0.000000 0.000000 -0.500000
2.603760 20.0 141 4911 124446 273 3776669374 5052 0.000000 0.000000 -0.500000
2.801514 20.0 171 4482 124103 621 3776669400 4653 0.000000 0.000000 -0.500000
2.999268 20.0 316 3863 124393 1078 3776669427 4179 0.000000 0.000000 -0.500000
