# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 623 2321 128950 1816 3776684887 2944 0.000000 0.000000 1.400000
-2.801514 20.0 732 2214 128509 1850 3776684914 2946 0.000000 0.000000 1.400000
-2.603760 20.0 595 2915 127702 1338 3776684941 3510 0.000000 0.000000 1.400000
-2.395020 20.0 401 3893 128024 780 3776684968 4294 0.000000 0.000000 1.400000
-2.208252 20.0 228 4527 128085 382 3776684994 4755 0.000000 0.000000 1.400000
-1.999512 20.0 147 4859 128952 153 3776685021 5006 0.000000 0.000000 1.400000
-1.801758 20.0 122 4687 127742 314 3776685048 4809 0.000000 0.000000 1.400000
-1.604004 20.0 218 4237 128584 627 3776685075 4455 0.000000 0.000000 1.400000
-1.406250 20.0 357 3241 127485 1304 3776685102 3598 0.000000 0.000000 1.400000
-1.197510 20.0 604 2450 128160 1811 3776685128 3054 0.000000 0.000000 1.400000
-0.988769 20.0 656 2193 128720 1929 3776685155 2849 0.000000 0.000000 1.400000
-0.823975 20.0 741 2392 129090 1786 3776685182 3133 0.000000 0.000000 1.400000
-0.604248 20.0 598 2926 128205 1397 3776685209 3524 0.000000 0.000000 1.400000
-0.395508 20.0 454 3684 128733 827 3776685236 4138 0.000000 0.000000 1.400000
-0.208740 20.0 206 4599 128045 297 3776685262 4805 0.000000 0.000000 1.400000
0.000000 20.0 152 4846 128723 190 3776685289 4998 0.000000 0.000000 1.400000
0.197754 20.0 129 4841 129114 239 3776685316 4970 0.000000 0.000000 1.400000
0.384522 20.0 184 4241 129037 661 3776685343 4425 0.000000 0.000000 1.400000
0.604248 20.0 399 3408 129176 1259 3776685370 3807 0.000000 0.000000 1.400000
0.802002 20.0 584 2486 128248 1845 3776685397 3070 0.000000 0.000000 1.400000
0.999756 20.0 720 2216 128587 2005 3776685423 2936 0.000000 0.000000 1.400000
1.197510 20.0 661 2146 129252 1981 3776685450 2807 0.000000 0.000000 1.400000
1.395264 20.0 622 2807 127577 1526 3776685477 3429 0.000000 0.000000 1.400000
1.604004 20.0 539 3509 127846 990 3776685504 4048 0.000000 0.000000 1.400000
1.790771 20.0 333 4195 127892 555 3776685531 4528 0.000000 0.000000 1.400000
1.999512 20.0 155 4829 129322 183 3776685557 4984 0.000000 0.000000 1.400000
2.208252 20.0 103 4780 127703 271 3776685584 4883 0.000000 0.000000 1.400000
2.395020 20.0 177 4383 128219 569 3776685611 4560 0.000000 0.000000 1.400000
2.603760 20.0 334 3520 128634 1175 3776685637 3854 0.000000 0.000000 1.400000
2.801514 20.0 558 2640 127728 1715 3776685664 3198 0.000000 0.000000 1.400000
2.999268 20.0 651 2204 127028 1954 3776685691 2855 0.000000 0.000000 1.400000
