# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 587 2502 129164 1809 3776681461 3089 0.000000 0.000000 1.200000
-2.801514 20.0 709 2219 129797 1975 3776681488 2928 0.000000 0.000000 1.200000
-2.614746 20.0 644 2429 130006 1738 3776681514 3073 0.000000 0.000000 1.200000
-2.395020 20.0 512 3348 129882 1139 3776681541 3860 0.000000 0.000000 1.200000
-2.208252 20.0 367 4013 129028 600 3776681568 4380 0.000000 0.000000 1.200000
-1.999512 20.0 187 4677 128582 212 3776681595 4864 0.000000 0.000000 1.200000
-1.812744 20.0 136 4903 128694 209 3776681621 5039 0.000000 0.000000 1.200000
-1.593018 20.0 161 4521 129738 518 3776681648 4682 0.000000 0.000000 1.200000
-1.406250 20.0 317 3781 130714 979 3776681675 4098 0.000000 0.000000 1.200000
-1.197510 20.0 492 2994 129551 1572 3776681701 3486 0.000000 0.000000 1.200000
-0.999756 20.0 608 2289 128910 1896 3776681728 2897 0.000000 0.000000 1.200000
-0.802002 20.0 705 2213 129739 1947 3776681755 2918 0.000000 0.000000 1.200000
-0.604248 20.0 700 2409 129215 1695 3776681781 3109 0.000000 0.000000 1.200000
-0.395508 20.0 549 3063 129635 1226 3776681808 3612 0.000000 0.000000 1.200000
-0.208740 20.0 381 4090 130325 613 3776681835 4471 0.000000 0.000000 1.200000
0.000000 20.0 209 4774 129510 232 3776681861 4983 0.000000 0.000000 1.200000
0.197754 20.0 120 4770 130413 227 3776681888 4890 0.000000 0.000000 1.200000
0.384522 20.0 123 4529 129258 370 3776681915 4652 0.000000 0.000000 1.200000
0.593262 20.0 250 4075 130205 827 3776681942 4325 0.000000 0.000000 1.200000
0.791016 20.0 427 2987 129239 1404 3776681969 3414 0.000000 0.000000 1.200000
0.999756 20.0 599 2238 130222 1972 3776681995 2837 0.000000 0.000000 1.200000
1.186523 20.0 720 2161 129103 1939 3776682022 2881 0.000000 0.000000 1.200000
1.395264 20.0 676 2500 129553 1660 3776682049 3176 0.000000 0.000000 1.200000
1.593018 20.0 549 3092 129264 1240 3776682075 3641 0.000000 0.000000 1.200000
1.801758 20.0 433 3909 128755 710 3776682102 4342 0.000000 0.000000 1.200000
2.010498 20.0 216 4632 128419 236 3776682129 4848 0.000000 0.000000 1.200000
2.197266 20.0 143 4723 129558 169 3776682156 4866 0.000000 0.000000 1.200000
2.384033 20.0 133 4536 130063 374 3776682183 4669 0.000000 0.000000 1.200000
2.603760 20.0 294 3753 129720 998 3776682209 4047 0.000000 0.000000 1.200000
2.801514 20.0 425 3065 129590 1470 3776682236 3490 0.000000 0.000000 1.200000
2.999268 20.0 599 2336 129237 1880 3776682263 2935 0.000000 0.000000 1.200000
