# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 251 3904 126432 897 3776664350 4155 0.000000 0.000000 0.200000
-2.801514 20.0 382 3353 126422 1423 3776664377 3735 0.000000 0.000000 0.200000
-2.603760 20.0 558 2555 125841 1935 3776664404 3113 0.000000 0.000000 0.200000
-2.395020 20.0 713 2364 125498 1938 3776664430 3077 0.000000 0.000000 0.200000
-2.197266 20.0 733 2454 126333 1738 3776664457 3187 0.000000 0.000000 0.200000
-2.021484 20.0 544 3454 125363 1042 3776664484 3998 0.000000 0.000000 0.200000
-1.790771 20.0 402 4274 125564 539 3776664511 4676 0.000000 0.000000 0.200000
-1.604004 20.0 224 4901 125877 271 3776664537 5125 0.000000 0.000000 0.200000
-1.395264 20.0 148 4958 126334 254 3776664564 5106 0.000000 0.000000 0.200000
-1.197510 20.0 178 4608 125658 574 3776664591 4786 0.000000 0.000000 0.200000
-1.010742 20.0 329 3708 124797 1040 3776664617 4037 0.000000 0.000000 0.200000
-0.802002 20.0 436 3103 126135 1553 3776664644 3539 0.000000 0.000000 0.200000
-0.604248 20.0 631 2456 126922 1871 3776664671 3087 0.000000 0.000000 0.200000
-0.406494 20.0 760 2291 125994 1948 3776664697 3051 0.000000 0.000000 0.200000
-0.208740 20.0 689 2654 126364 1778 3776664724 3343 0.000000 0.000000 0.200000
0.000000 20.0 557 3443 125350 1123 3776664751 4000 0.000000 0.000000 0.200000
0.208740 20.0 346 4356 125239 508 3776664777 4702 0.000000 0.000000 0.200000
0.395508 20.0 228 4775 125394 280 3776664804 5003 0.000000 0.000000 0.200000
0.604248 20.0 141 5060 126100 223 3776664831 5201 0.000000 0.000000 0.200000
0.802002 20.0 182 4560 125892 600 3776664858 4742 0.000000 0.000000 0.200000
0.999756 20.0 317 3842 125996 1038 3776664884 4159 0.000000 0.000000 0.200000
1.186523 20.0 419 3050 126437 1513 3776664911 3469 0.000000 0.000000 0.200000
1.384277 20.0 656 2347 126841 1958 3776664938 3003 0.000000 0.000000 0.200000
1.604004 20.0 740 2251 126100 2025 3776664964 2991 0.000000 0.000000 0.200000
1.801758 20.0 679 2462 126534 1789 3776664991 3141 0.000000 0.000000 0.200000
1.999512 20.0 563 3315 125950 1200 3776665018 3878 0.000000 0.000000 0.200000
2.186279 20.0 408 4058 125652 701 3776665044 4466 0.000000 0.000000 0.200000
2.406006 20.0 254 4737 125744 260 3776665071 4991 0.000000 0.000000 0.200000
2.603760 20.0 150 5118 125879 228 3776665098 5268 0.000000 0.000000 0.200000
2.801514 20.0 149 4740 125472 406 3776665125 4889 0.000000 0.000000 0.200000
2.988281 20.0 266 3968 125668 967 3776665151 4234 0.000000 0.000000 0.200000
