# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 549 1937 128643 1210 3776693458 2486 0.000000 0.000000 1.900000
-2.801514 20.0 373 2470 129550 850 3776693484 2843 0.000000 0.000000 1.900000
-2.603760 20.0 278 3273 129324 441 3776693511 3551 0.000000 0.000000 1.900000
-2.395020 20.0 162 3565 128166 185 3776693538 3727 0.000000 0.000000 1.900000
-2.197266 20.0 87 3719 130176 148 3776693565 3806 0.000000 0.000000 1.900000
-2.010498 20.0 122 3465 128955 350 3776693592 3587 0.000000 0.000000 1.900000
-1.801758 20.0 229 3137 129133 635 3776693618 3366 0.000000 0.000000 1.900000
-1.604004 20.0 342 2425 128670 1056 3776693645 2767 0.000000 0.000000 1.900000
-1.395264 20.0 476 1899 129440 1347 3776693672 2375 0.000000 0.000000 1.900000
-1.208496 20.0 558 1860 129180 1370 3776693699 2418 0.000000 0.000000 1.900000
-0.999756 20.0 495 2183 129891 1137 3776693726 2678 0.000000 0.000000 1.900000
-0.802002 20.0 401 2555 129711 857 3776693752 2956 0.000000 0.000000 1.900000
-0.604248 20.0 263 3304 128926 457 3776693779 3567 0.000000 0.000000 1.900000
-0.395508 20.0 167 3650 128878 180 3776693806 3817 0.000000 0.000000 1.900000
-0.197754 20.0 96 3796 129848 126 3776693833 3892 0.000000 0.000000 1.900000
0.000000 20.0 119 3574 129663 319 3776693859 3693 0.000000 0.000000 1.900000
0.208740 20.0 233 2985 129530 738 3776693886 3218 0.000000 0.000000 1.900000
0.395508 20.0 327 2424 129573 1074 3776693913 2751 0.000000 0.000000 1.900000
0.604248 20.0 472 1813 129796 1459 3776693940 2285 0.000000 0.000000 1.900000
0.791016 20.0 476 1856 129221 1340 3776693967 2332 0.000000 0.000000 1.900000
0.988769 20.0 549 2244 129716 1181 3776693993 2793 0.000000 0.000000 1.900000
1.197510 20.0 398 2654 129488 863 3776694020 3052 0.000000 0.000000 1.900000
1.395264 20.0 260 3316 128614 381 3776694047 3576 0.000000 0.000000 1.900000
1.593018 20.0 105 3700 128878 146 3776694074 3805 0.000000 0.000000 1.900000
1.801758 20.0 110 3748 129016 166 3776694101 3858 0.000000 0.000000 1.900000
1.999512 20.0 102 3581 129976 338 3776694127 3683 0.000000 0.000000 1.900000
2.197266 20.0 238 2759 128336 829 3776694154 2997 0.000000 0.000000 1.900000
2.384033 20.0 395 2336 129334 1132 3776694181 2731 0.000000 0.000000 1.900000
2.614746 20.0 532 1920 128803 1298 3776694208 2452 0.000000 0.000000 1.900000
2.812500 20.0 510 1852 128294 1359 3776694235 2362 0.000000 0.000000 1.900000
2.999268 20.0 486 2089 129463 1223 3776694262 2575 0.000000 0.000000 1.900000
