# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 551 2612 133320 1693 3776680605 3163 0.000000 0.000000 -1.200000
-2.801514 20.0 724 2199 132581 1932 3776680631 2923 0.000000 0.000000 -1.200000
-2.603760 20.0 628 2442 132923 1658 3776680658 3070 0.000000 0.000000 -1.200000
-2.406006 20.0 604 3077 133122 1278 3776680685 3681 0.000000 0.000000 -1.200000
-2.208252 20.0 336 3971 133347 640 3776680712 4307 0.000000 0.000000 -1.200000
-1.999512 20.0 227 4791 133263 284 3776680739 5018 0.000000 0.000000 -1.200000
-1.801758 20.0 140 4786 133674 170 3776680765 4926 0.000000 0.000000 -1.200000
-1.604004 20.0 151 4442 134321 451 3776680792 4593 0.000000 0.000000 -1.200000
-1.395264 20.0 286 3779 134537 959 3776680819 4065 0.000000 0.000000 -1.200000
-1.197510 20.0 445 3092 132831 1467 3776680846 3537 0.000000 0.000000 -1.200000
-0.999756 20.0 613 2419 134067 1869 3776680872 3032 0.000000 0.000000 -1.200000
-0.812988 20.0 693 2245 133989 2041 3776680899 2938 0.000000 0.000000 -1.200000
-0.604248 20.0 676 2455 133564 1764 3776680926 3131 0.000000 0.000000 -1.200000
-0.384522 20.0 562 3179 132648 1220 3776680952 3741 0.000000 0.000000 -1.200000
-0.186768 20.0 366 4130 132528 637 3776680979 4496 0.000000 0.000000 -1.200000
-0.010986 20.0 230 4671 134119 304 3776681006 4901 0.000000 0.000000 -1.200000
0.186768 20.0 140 4877 135012 188 3776681033 5017 0.000000 0.000000 -1.200000
0.395508 20.0 139 4619 132814 386 3776681059 4758 0.000000 0.000000 -1.200000
0.593262 20.0 252 4151 133055 786 3776681086 4403 0.000000 0.000000 -1.200000
0.791016 20.0 477 2998 133400 1427 3776681113 3475 0.000000 0.000000 -1.200000
0.988769 20.0 573 2578 133571 1758 3776681140 3151 0.000000 0.000000 -1.200000
1.186523 20.0 695 2225 133444 2003 3776681167 2920 0.000000 0.000000 -1.200000
1.384277 20.0 686 2376 134348 1725 3776681193 3062 0.000000 0.000000 -1.200000
1.604004 20.0 536 3284 132948 1180 3776681220 3820 0.000000 0.000000 -1.200000
1.801758 20.0 385 3983 133218 675 3776681247 4368 0.000000 0.000000 -1.200000
1.999512 20.0 229 4702 132592 320 3776681274 4931 0.000000 0.000000 -1.200000
2.197266 20.0 128 4903 133247 187 3776681300 5031 0.000000 0.000000 -1.200000
2.395020 20.0 137 4670 133581 348 3776681327 4807 0.000000 0.000000 -1.200000
2.603760 20.0 229 4121 133380 746 3776681354 4350 0.000000 0.000000 -1.200000
2.790527 20.0 379 3306 130087 1272 3776681380 3685 0.000000 0.000000 -1.200000
2.999268 20.0 598 2434 129295 1776 3776681407 3032 0.000000 0.000000 -1.200000
