# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 320 4038 125733 975 3776665206 4358 0.000000 0.000000 -0.300000
-2.801514 20.0 468 2902 126808 1637 3776665232 3370 0.000000 0.000000 -0.300000
-2.603760 20.0 641 2480 125342 2006 3776665259 3121 0.000000 0.000000 -0.300000
-2.395020 20.0 675 2298 125122 1962 3776665286 2973 0.000000 0.000000 -0.300000
-2.208252 20.0 705 2574 126665 1734 3776665313 3279 0.000000 0.000000 -0.300000
-1.999512 20.0 550 3462 127188 1023 3776665339 4012 0.000000 0.000000 -0.300000
-1.801758 20.0 356 4343 125025 560 3776665366 4699 0.000000 0.000000 -0.300000
-1.593018 20.0 170 5003 126386 188 3776665393 5173 0.000000 0.000000 -0.300000
-1.406250 20.0 148 4921 126076 253 3776665420 5069 0.000000 0.000000 -0.300000
-1.197510 20.0 191 4520 126281 662 3776665447 4711 0.000000 0.000000 -0.300000
-0.999756 20.0 364 3766 126113 1286 3776665473 4130 0.000000 0.000000 -0.300000
-0.812988 20.0 514 2944 126227 1667 3776665500 3458 0.000000 0.000000 -0.300000
-0.615234 20.0 657 2421 125163 1990 3776665527 3078 0.000000 0.000000 -0.300000
-0.395508 20.0 701 2339 125775 2016 3776665553 3040 0.000000 0.000000 -0.300000
-0.208740 20.0 723 2655 126715 1677 3776665580 3378 0.000000 0.000000 -0.300000
0.010986 20.0 584 3335 126484 1284 3776665607 3919 0.000000 0.000000 -0.300000
0.186768 20.0 419 4183 126086 637 3776665633 4602 0.000000 0.000000 -0.300000
0.395508 20.0 291 4700 126578 322 3776665660 4991 0.000000 0.000000 -0.300000
0.604248 20.0 139 5010 127142 224 3776665687 5149 0.000000 0.000000 -0.300000
0.802002 20.0 144 4708 125775 479 3776665713 4852 0.000000 0.000000 -0.300000
0.999756 20.0 297 3904 125835 1016 3776665740 4201 0.000000 0.000000 -0.300000
1.197510 20.0 429 3043 125055 1558 3776665767 3472 0.000000 0.000000 -0.300000
1.384277 20.0 622 2515 126694 1990 3776665793 3137 0.000000 0.000000 -0.300000
1.604004 20.0 746 2204 126162 1920 3776665820 2950 0.000000 0.000000 -0.300000
1.801758 20.0 719 2636 126038 1631 3776665847 3355 0.000000 0.000000 -0.300000
1.988525 20.0 603 3357 126306 1200 3776665873 3960 0.000000 0.000000 -0.300000
2.197266 20.0 441 4011 126414 730 3776665900 4452 0.000000 0.000000 -0.300000
2.395020 20.0 247 4790 126052 289 3776665927 5037 0.000000 0.000000 -0.300000
2.603760 20.0 155 4920 125323 234 3776665954 5075 0.000000 0.000000 -0.300000
2.812500 20.0 157 4650 125719 471 3776665981 4807 0.000000 0.000000 -0.300000
2.988281 20.0 300 4045 126405 996 3776666007 4345 0.000000 0.000000 -0.300000
