# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 532 1833 140108 1265 3776690030 2365 0.000000 0.000000 1.700000
-2.801514 20.0 472 2049 140076 1026 3776690057 2521 0.000000 0.000000 1.700000
-2.603760 20.0 339 2850 139835 600 3776690083 3189 0.000000 0.000000 1.700000
-2.395020 20.0 211 3175 140550 258 3776690110 3386 0.000000 0.000000 1.700000
-2.208252 20.0 106 3487 141426 102 3776690137 3593 0.000000 0.000000 1.700000
-2.010498 20.0 80 3497 138965 200 3776690164 3577 0.000000 0.000000 1.700000
-1.812744 20.0 145 3050 140926 479 3776690190 3195 0.000000 0.000000 1.700000
-1.625977 20.0 241 2805 141164 782 3776690217 3046 0.000000 0.000000 1.700000
-1.395264 20.0 395 2061 140169 1163 3776690244 2456 0.000000 0.000000 1.700000
-1.208496 20.0 427 1835 140123 1325 3776690271 2262 0.000000 0.000000 1.700000
-1.010742 20.0 477 1874 139884 1157 3776690297 2351 0.000000 0.000000 1.700000
-0.812988 20.0 457 2218 140264 940 3776690324 2675 0.000000 0.000000 1.700000
-0.615234 20.0 360 2673 140304 589 3776690351 3033 0.000000 0.000000 1.700000
-0.384522 20.0 215 3289 141310 238 3776690378 3504 0.000000 0.000000 1.700000
-0.208740 20.0 122 3556 141126 130 3776690405 3678 0.000000 0.000000 1.700000
0.000000 20.0 93 3425 140129 181 3776690432 3518 0.000000 0.000000 1.700000
0.197754 20.0 144 3060 140516 471 3776690458 3204 0.000000 0.000000 1.700000
0.395508 20.0 213 2824 139322 670 3776690485 3037 0.000000 0.000000 1.700000
0.604248 20.0 372 2159 132911 1100 3776690512 2531 0.000000 0.000000 1.700000
0.791016 20.0 463 1774 132926 1292 3776690538 2237 0.000000 0.000000 1.700000
0.999756 20.0 484 1768 132909 1301 3776690565 2252 0.000000 0.000000 1.700000
1.186523 20.0 444 2225 133206 1020 3776690591 2669 0.000000 0.000000 1.700000
1.384277 20.0 354 2601 132808 677 3776690618 2955 0.000000 0.000000 1.700000
1.593018 20.0 228 3197 133379 316 3776690645 3425 0.000000 0.000000 1.700000
1.801758 20.0 150 3484 132889 172 3776690671 3634 0.000000 0.000000 1.700000
1.988525 20.0 80 3487 132651 178 3776690698 3567 0.000000 0.000000 1.700000
2.197266 20.0 179 3080 132769 487 3776690725 3259 0.000000 0.000000 1.700000
2.406006 20.0 234 2733 132865 824 3776690751 2967 0.000000 0.000000 1.700000
2.614746 20.0 370 2172 132985 1091 3776690778 2542 0.000000 0.000000 1.700000
2.801514 20.0 490 1720 133048 1271 3776690804 2210 0.000000 0.000000 1.700000
2.999268 20.0 492 1864 133305 1239 3776690831 2356 0.000000 0.000000 1.700000
