# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 476 1853 132568 1270 3776690885 2329 0.000000 0.000000 -1.800000
-2.801514 20.0 480 2220 133314 1014 3776690912 2700 0.000000 0.000000 -1.800000
-2.592773 20.0 358 2826 133042 621 3776690938 3184 0.000000 0.000000 -1.800000
-2.395020 20.0 192 3264 132909 285 3776690965 3456 0.000000 0.000000 -1.800000
-2.197266 20.0 109 3586 133417 126 3776690991 3695 0.000000 0.000000 -1.800000
-2.010498 20.0 95 3577 133549 177 3776691018 3672 0.000000 0.000000 -1.800000
-1.801758 20.0 142 3051 132381 453 3776691045 3193 0.000000 0.000000 -1.800000
-1.614990 20.0 293 2692 133276 780 3776691071 2985 0.000000 0.000000 -1.800000
-1.406250 20.0 389 1959 132338 1168 3776691098 2348 0.000000 0.000000 -1.800000
-1.197510 20.0 507 1756 132390 1352 3776691125 2263 0.000000 0.000000 -1.800000
-0.999756 20.0 543 1882 132444 1175 3776691151 2425 0.000000 0.000000 -1.800000
-0.802002 20.0 416 2310 132682 949 3776691178 2726 0.000000 0.000000 -1.800000
-0.604248 20.0 294 2787 133117 548 3776691205 3081 0.000000 0.000000 -1.800000
-0.395508 20.0 178 3322 133656 235 3776691231 3500 0.000000 0.000000 -1.800000
-0.197754 20.0 133 3554 132671 129 3776691258 3687 0.000000 0.000000 -1.800000
0.000000 20.0 91 3381 132715 186 3776691285 3472 0.000000 0.000000 -1.800000
0.186768 20.0 173 3070 134202 552 3776691312 3243 0.000000 0.000000 -1.800000
0.395508 20.0 242 2622 132761 848 3776691339 2864 0.000000 0.000000 -1.800000
0.593262 20.0 394 2108 133692 1160 3776691365 2502 0.000000 0.000000 -1.800000
0.802002 20.0 502 1761 133524 1334 3776691392 2263 0.000000 0.000000 -1.800000
0.999756 20.0 483 1802 133507 1215 3776691419 2285 0.000000 0.000000 -1.800000
1.197510 20.0 470 2232 133541 927 3776691446 2702 0.000000 0.000000 -1.800000
1.384277 20.0 303 2659 132652 597 3776691472 2962 0.000000 0.000000 -1.800000
1.604004 20.0 172 3235 133191 261 3776691499 3407 0.000000 0.000000 -1.800000
1.812744 20.0 136 3541 132649 169 3776691526 3677 0.000000 0.000000 -1.800000
1.999512 20.0 113 3429 132930 244 3776691553 3542 0.000000 0.000000 -1.800000
2.186279 20.0 185 3015 132915 497 3776691579 3200 0.000000 0.000000 -1.800000
2.384033 20.0 246 2586 132809 784 3776691606 2832 0.000000 0.000000 -1.800000
2.603760 20.0 454 2015 132792 1196 3776691633 2469 0.000000 0.000000 -1.800000
2.790527 20.0 458 1828 132450 1379 3776691660 2286 0.000000 0.000000 -1.800000
2.999268 20.0 477 1945 133236 1144 3776691686 2422 0.000000 0.000000 -1.800000
