# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 462 1819 127877 1214 3776688316 2281 0.000000 0.000000 1.600000
-2.801514 20.0 530 1878 128363 1194 3776688343 2408 0.000000 0.000000 1.600000
-2.614746 20.0 390 2426 134325 819 3776688369 2816 0.000000 0.000000 1.600000
-2.406006 20.0 244 3022 138298 381 3776688396 3266 0.000000 0.000000 1.600000
-2.197266 20.0 156 3428 139436 139 3776688423 3584 0.000000 0.000000 1.600000
-2.010498 20.0 88 3438 139811 210 3776688450 3526 0.000000 0.000000 1.600000
-1.812744 20.0 112 3249 138999 373 3776688477 3361 0.000000 0.000000 1.600000
-1.604004 20.0 160 2697 139957 657 3776688504 2857 0.000000 0.000000 1.600000
-1.395264 20.0 320 2172 140072 1060 3776688530 2492 0.000000 0.000000 1.600000
-1.197510 20.0 443 1889 141039 1212 3776688557 2332 0.000000 0.000000 1.600000
-0.999756 20.0 466 1726 139658 1258 3776688584 2192 0.000000 0.000000 1.600000
-0.812988 20.0 434 2090 139218 1006 3776688611 2524 0.000000 0.000000 1.600000
-0.615234 20.0 323 2619 140077 679 3776688638 2942 0.000000 0.000000 1.600000
-0.395508 20.0 240 3185 138116 329 3776688664 3425 0.000000 0.000000 1.600000
-0.208740 20.0 142 3499 139671 128 3776688691 3641 0.000000 0.000000 1.600000
0.000000 20.0 92 3534 140006 156 3776688718 3626 0.000000 0.000000 1.600000
0.186768 20.0 104 3314 138938 307 3776688745 3418 0.000000 0.000000 1.600000
0.395508 20.0 231 2715 139745 712 3776688771 2946 0.000000 0.000000 1.600000
0.604248 20.0 383 2115 139538 1130 3776688798 2498 0.000000 0.000000 1.600000
0.791016 20.0 440 1902 140836 1229 3776688825 2342 0.000000 0.000000 1.600000
0.988769 20.0 486 1786 139789 1278 3776688851 2272 0.000000 0.000000 1.600000
1.197510 20.0 442 2080 139997 1007 3776688878 2522 0.000000 0.000000 1.600000
1.395264 20.0 375 2367 139861 804 3776688905 2742 0.000000 0.000000 1.600000
1.604004 20.0 266 3005 140918 377 3776688932 3271 0.000000 0.000000 1.600000
1.790771 20.0 157 3415 139097 185 3776688958 3572 0.000000 0.000000 1.600000
1.999512 20.0 104 3497 140098 125 3776688985 3601 0.000000 0.000000 1.600000
2.197266 20.0 116 3343 139931 236 3776689012 3459 0.000000 0.000000 1.600000
2.395020 20.0 180 2825 139908 608 3776689039 3005 0.000000 0.000000 1.600000
2.592773 20.0 286 2380 140345 955 3776689066 2666 0.000000 0.000000 1.600000
2.801514 20.0 425 1856 140774 1220 3776689092 2281 0.000000 0.000000 1.600000
2.999268 20.0 468 1718 139563 1276 3776689119 2186 0.000000 0.000000 1.600000
