# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 275 4008 126389 922 3776662640 4283 0.000000 0.000000 0.100000
-2.801514 20.0 456 3167 126531 1598 3776662667 3623 0.000000 0.000000 0.100000
-2.603760 20.0 612 2474 127298 1871 3776662694 3086 0.000000 0.000000 0.100000
-2.395020 20.0 691 2270 126843 1954 3776662720 2961 0.000000 0.000000 0.100000
-2.197266 20.0 712 2656 127212 1780 3776662747 3368 0.000000 0.000000 0.100000
-1.999512 20.0 564 3464 127603 1044 3776662774 4028 0.000000 0.000000 0.100000
-1.801758 20.0 440 4185 126310 629 3776662800 4625 0.000000 0.000000 0.100000
-1.614990 20.0 236 4761 126341 286 3776662827 4997 0.000000 0.000000 0.100000
-1.406250 20.0 163 4953 126274 203 3776662854 5116 0.000000 0.000000 0.100000
-1.197510 20.0 219 4436 127171 652 3776662881 4655 0.000000 0.000000 0.100000
-1.010742 20.0 296 3926 125429 1083 3776662907 4222 0.000000 0.000000 0.100000
-0.812988 20.0 445 3029 125578 1528 3776662934 3474 0.000000 0.000000 0.100000
-0.615234 20.0 647 2405 125592 1954 3776662961 3052 0.000000 0.000000 0.100000
-0.395508 20.0 710 2264 125255 2028 3776662988 2974 0.000000 0.000000 0.100000
-0.208740 20.0 694 2571 124374 1731 3776663014 3265 0.000000 0.000000 0.100000
-0.010986 20.0 575 3404 125657 1141 3776663041 3979 0.000000 0.000000 0.100000
0.186768 20.0 455 4265 125261 638 3776663068 4720 0.000000 0.000000 0.100000
0.384522 20.0 250 4758 124972 317 3776663094 5008 0.000000 0.000000 0.100000
0.604248 20.0 157 4960 126461 186 3776663121 5117 0.000000 0.000000 0.100000
0.802002 20.0 164 4646 125944 415 3776663148 4810 0.000000 0.000000 0.100000
0.988769 20.0 263 4014 126049 941 3776663174 4277 0.000000 0.000000 0.100000
1.186523 20.0 425 3074 124832 1642 3776663201 3499 0.000000 0.000000 0.100000
1.395264 20.0 607 2521 125208 1979 3776663228 3128 0.000000 0.000000 0.100000
1.604004 20.0 676 2249 126446 2036 3776663254 2925 0.000000 0.000000 0.100000
1.790771 20.0 722 2448 126118 1823 3776663281 3170 0.000000 0.000000 0.100000
1.999512 20.0 584 3228 126433 1192 3776663308 3812 0.000000 0.000000 0.100000
2.186279 20.0 372 4311 126233 630 3776663335 4683 0.000000 0.000000 0.100000
2.395020 20.0 260 4654 124547 334 3776663361 4914 0.000000 0.000000 0.100000
2.603760 20.0 165 4856 124513 230 3776663388 5021 0.000000 0.000000 0.100000
2.790527 20.0 139 4756 125363 426 3776663415 4895 0.000000 0.000000 0.100000
2.988281 20.0 292 3922 125915 1032 3776663441 4214 0.000000 0.000000 0.100000
