# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 264 3784 126019 1062 3776666061 4048 0.000000 0.000000 0.300000
-2.801514 20.0 493 3016 126359 1634 3776666088 3509 0.000000 0.000000 0.300000
-2.603760 20.0 622 2391 125093 2064 3776666114 3013 0.000000 0.000000 0.300000
-2.395020 20.0 709 2342 125086 1897 3776666141 3051 0.000000 0.000000 0.300000
-2.208252 20.0 625 2855 124895 1559 3776666168 3480 0.000000 0.000000 0.300000
-1.999512 20.0 527 3520 125314 1049 3776666194 4047 0.000000 0.000000 0.300000
-1.801758 20.0 346 4390 125325 554 3776666221 4736 0.000000 0.000000 0.300000
-1.614990 20.0 211 5036 125876 254 3776666248 5247 0.000000 0.000000 0.300000
-1.395264 20.0 160 4759 125585 300 3776666275 4919 0.000000 0.000000 0.300000
-1.208496 20.0 171 4399 125238 639 3776666301 4570 0.000000 0.000000 0.300000
-1.010742 20.0 358 3564 124799 1179 3776666328 3922 0.000000 0.000000 0.300000
-0.802002 20.0 472 3012 125385 1634 3776666355 3484 0.000000 0.000000 0.300000
-0.604248 20.0 643 2343 124380 1995 3776666381 2986 0.000000 0.000000 0.300000
-0.406494 20.0 778 2334 125191 1955 3776666408 3112 0.000000 0.000000 0.300000
-0.197754 20.0 630 2731 125202 1615 3776666435 3361 0.000000 0.000000 0.300000
0.000000 20.0 582 3453 125612 1089 3776666462 4035 0.000000 0.000000 0.300000
0.197754 20.0 339 4265 125312 540 3776666488 4604 0.000000 0.000000 0.300000
0.384522 20.0 200 5006 126419 250 3776666515 5206 0.000000 0.000000 0.300000
0.593262 20.0 126 4822 125108 280 3776666542 4948 0.000000 0.000000 0.300000
0.802002 20.0 152 4520 126287 483 3776666569 4672 0.000000 0.000000 0.300000
0.999756 20.0 268 4032 126129 1007 3776666595 4300 0.000000 0.000000 0.300000
1.186523 20.0 489 3139 125631 1533 3776666622 3628 0.000000 0.000000 0.300000
1.384277 20.0 627 2332 125920 1919 3776666649 2959 0.000000 0.000000 0.300000
1.593018 20.0 695 2283 126643 1935 3776666675 2978 0.000000 0.000000 0.300000
1.801758 20.0 665 2716 125615 1662 3776666702 3381 0.000000 0.000000 0.300000
1.988525 20.0 587 3456 125691 1189 3776666729 4043 0.000000 0.000000 0.300000
2.197266 20.0 366 4122 124790 594 3776666755 4488 0.000000 0.000000 0.300000
2.406006 20.0 213 4926 126461 232 3776666782 5139 0.000000 0.000000 0.300000
2.603760 20.0 141 4981 125146 245 3776666809 5122 0.000000 0.000000 0.300000
2.801514 20.0 197 4769 125872 501 3776666835 4966 0.000000 0.000000 0.300000
2.999268 20.0 288 3899 127163 954 3776666862 4187 0.000000 0.000000 0.300000
