# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 380 3392 123686 1378 3776672048 3772 0.000000 0.000000 -0.700000
-2.801514 20.0 534 2715 123870 1738 3776672075 3249 0.000000 0.000000 -0.700000
-2.614746 20.0 679 2202 124570 1986 3776672101 2881 0.000000 0.000000 -0.700000
-2.395020 20.0 646 2498 124049 1819 3776672128 3144 0.000000 0.000000 -0.700000
-2.208252 20.0 590 3158 125125 1279 3776672155 3748 0.000000 0.000000 -0.700000
-1.999512 20.0 456 3723 126226 892 3776672181 4179 0.000000 0.000000 -0.700000
-1.801758 20.0 282 4577 125510 338 3776672208 4859 0.000000 0.000000 -0.700000
-1.625977 20.0 130 4827 125354 175 3776672235 4957 0.000000 0.000000 -0.700000
-1.395264 20.0 170 4746 124687 444 3776672261 4916 0.000000 0.000000 -0.700000
-1.197510 20.0 290 3769 125140 987 3776672288 4059 0.000000 0.000000 -0.700000
-1.010742 20.0 435 3253 124880 1493 3776672314 3688 0.000000 0.000000 -0.700000
-0.802002 20.0 609 2500 125912 1883 3776672341 3109 0.000000 0.000000 -0.700000
-0.604248 20.0 679 2160 125297 1992 3776672368 2839 0.000000 0.000000 -0.700000
-0.395508 20.0 660 2486 124850 1783 3776672394 3146 0.000000 0.000000 -0.700000
-0.197754 20.0 606 3088 125880 1279 3776672421 3694 0.000000 0.000000 -0.700000
0.000000 20.0 367 4025 125398 668 3776672448 4392 0.000000 0.000000 -0.700000
0.197754 20.0 292 4506 125254 347 3776672474 4798 0.000000 0.000000 -0.700000
0.384522 20.0 145 4885 125394 163 3776672501 5030 0.000000 0.000000 -0.700000
0.604248 20.0 134 4607 125524 403 3776672528 4741 0.000000 0.000000 -0.700000
0.812988 20.0 268 4136 124570 769 3776672555 4404 0.000000 0.000000 -0.700000
1.010742 20.0 400 3387 125402 1374 3776672581 3787 0.000000 0.000000 -0.700000
1.197510 20.0 526 2695 124455 1774 3776672608 3221 0.000000 0.000000 -0.700000
1.395264 20.0 669 2273 124960 1893 3776672635 2942 0.000000 0.000000 -0.700000
1.593018 20.0 731 2325 125034 1757 3776672661 3056 0.000000 0.000000 -0.700000
1.790771 20.0 622 3016 125677 1325 3776672688 3638 0.000000 0.000000 -0.700000
1.988525 20.0 478 3514 124883 1050 3776672715 3992 0.000000 0.000000 -0.700000
2.197266 20.0 318 4191 125656 522 3776672742 4509 0.000000 0.000000 -0.700000
2.406006 20.0 181 4921 125565 175 3776672768 5102 0.000000 0.000000 -0.700000
2.603760 20.0 154 4661 124939 346 3776672795 4815 0.000000 0.000000 -0.700000
2.801514 20.0 199 4240 125883 686 3776672822 4439 0.000000 0.000000 -0.700000
2.988281 20.0 404 3295 124872 1306 3776672849 3699 0.000000 0.000000 -0.700000
