# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 282 3929 125880 970 3776663496 4211 0.000000 0.000000 -0.200000
-2.801514 20.0 429 3136 125533 1466 3776663522 3565 0.000000 0.000000 -0.200000
-2.603760 20.0 609 2522 125404 2011 3776663549 3131 0.000000 0.000000 -0.200000
-2.395020 20.0 690 2270 126193 2032 3776663576 2960 0.000000 0.000000 -0.200000
-2.197266 20.0 645 2796 126557 1648 3776663602 3441 0.000000 0.000000 -0.200000
-1.999512 20.0 547 3496 126664 1051 3776663629 4043 0.000000 0.000000 -0.200000
-1.801758 20.0 381 4499 126168 535 3776663656 4880 0.000000 0.000000 -0.200000
-1.614990 20.0 232 4983 126055 217 3776663682 5215 0.000000 0.000000 -0.200000
-1.395264 20.0 174 4932 126478 251 3776663709 5106 0.000000 0.000000 -0.200000
-1.208496 20.0 184 4464 125926 589 3776663735 4648 0.000000 0.000000 -0.200000
-0.999756 20.0 312 3755 126220 1072 3776663762 4067 0.000000 0.000000 -0.200000
-0.802002 20.0 500 2912 126111 1652 3776663789 3412 0.000000 0.000000 -0.200000
-0.604248 20.0 695 2344 126540 2058 3776663815 3039 0.000000 0.000000 -0.200000
-0.395508 20.0 729 2384 126307 2028 3776663842 3113 0.000000 0.000000 -0.200000
-0.197754 20.0 697 2537 126221 1754 3776663869 3234 0.000000 0.000000 -0.200000
0.000000 20.0 547 3397 125867 1209 3776663895 3944 0.000000 0.000000 -0.200000
0.197754 20.0 404 4203 125908 680 3776663922 4607 0.000000 0.000000 -0.200000
0.395508 20.0 232 4608 125427 319 3776663949 4840 0.000000 0.000000 -0.200000
0.593262 20.0 145 4887 125431 234 3776663975 5032 0.000000 0.000000 -0.200000
0.812988 20.0 175 4548 124955 567 3776664002 4723 0.000000 0.000000 -0.200000
0.999756 20.0 300 3736 126220 1073 3776664029 4036 0.000000 0.000000 -0.200000
1.186523 20.0 458 2928 125455 1573 3776664056 3386 0.000000 0.000000 -0.200000
1.395264 20.0 589 2416 126040 1775 3776664082 3005 0.000000 0.000000 -0.200000
1.593018 20.0 721 2265 125792 2033 3776664109 2986 0.000000 0.000000 -0.200000
1.801758 20.0 740 2523 125849 1761 3776664136 3263 0.000000 0.000000 -0.200000
1.999512 20.0 607 3269 125779 1191 3776664162 3876 0.000000 0.000000 -0.200000
2.186279 20.0 379 4234 125819 694 3776664189 4613 0.000000 0.000000 -0.200000
2.395020 20.0 251 4735 126768 268 3776664216 4986 0.000000 0.000000 -0.200000
2.603760 20.0 129 4934 126411 202 3776664243 5063 0.000000 0.000000 -0.200000
2.812500 20.0 153 4750 126269 474 3776664269 4903 0.000000 0.000000 -0.200000
2.999268 20.0 258 4165 126319 827 3776664296 4423 0.000000 0.000000 -0.200000
