# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 313 3824 130749 1096 3776660932 4137 0.000000 0.000000 0.000000
-2.812500 20.0 498 2995 132301 1573 3776660958 3493 0.000000 0.000000 0.000000
-2.614746 20.0 636 2383 131200 1971 3776660985 3019 0.000000 0.000000 0.000000
-2.406006 20.0 689 2262 131830 2051 3776661012 2951 0.000000 0.000000 0.000000
-2.208252 20.0 686 2837 132283 1597 3776661038 3523 0.000000 0.000000 0.000000
-1.999512 20.0 540 3611 132492 1003 3776661065 4151 0.000000 0.000000 0.000000
-1.812744 20.0 390 4201 131304 608 3776661092 4591 0.000000 0.000000 0.000000
-1.604004 20.0 228 4859 131455 311 3776661118 5087 0.000000 0.000000 0.000000
-1.395264 20.0 154 4954 131329 235 3776661145 5108 0.000000 0.000000 0.000000
-1.197510 20.0 182 4336 130993 648 3776661172 4518 0.000000 0.000000 0.000000
-1.010742 20.0 300 3815 131471 1177 3776661198 4115 0.000000 0.000000 0.000000
-0.812988 20.0 459 2923 131952 1616 3776661225 3382 0.000000 0.000000 0.000000
-0.604248 20.0 611 2475 131394 1975 3776661252 3086 0.000000 0.000000 0.000000
-0.384522 20.0 686 2357 130761 1960 3776661278 3043 0.000000 0.000000 0.000000
-0.208740 20.0 711 2558 132268 1759 3776661305 3269 0.000000 0.000000 0.000000
-0.010986 20.0 596 3297 131626 1250 3776661332 3893 0.000000 0.000000 0.000000
0.197754 20.0 401 4189 132004 697 3776661358 4590 0.000000 0.000000 0.000000
0.384522 20.0 300 4718 131302 304 3776661385 5018 0.000000 0.000000 0.000000
0.604248 20.0 163 4981 131883 171 3776661412 5144 0.000000 0.000000 0.000000
0.802002 20.0 166 4675 132850 494 3776661438 4841 0.000000 0.000000 0.000000
0.988769 20.0 251 4219 131190 890 3776661465 4470 0.000000 0.000000 0.000000
1.197510 20.0 437 3287 131164 1596 3776661492 3724 0.000000 0.000000 0.000000
1.395264 20.0 565 2507 131926 1991 3776661519 3072 0.000000 0.000000 0.000000
1.604004 20.0 750 2283 132115 1948 3776661545 3033 0.000000 0.000000 0.000000
1.801758 20.0 702 2642 124596 1737 3776661572 3344 0.000000 0.000000 0.000000
1.988525 20.0 610 3433 126091 1242 3776661599 4043 0.000000 0.000000 0.000000
2.186279 20.0 390 4089 126150 709 3776661626 4479 0.000000 0.000000 0.000000
2.395020 20.0 214 4825 126166 248 3776661652 5039 0.000000 0.000000 0.000000
2.603760 20.0 155 4980 126390 220 3776661679 5135 0.000000 0.000000 0.000000
2.801514 20.0 176 4625 125775 441 3776661706 4801 0.000000 0.000000 0.000000
2.999268 20.0 230 4113 126499 906 3776661732 4343 0.000000 0.000000 0.000000
