# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-3.098145 60.0 22650 12718 501653 54 3793606561 35368 0.000000 0.000000
-2.955322 60.0 21642 13629 504253 67 3793606627 35271 0.000000 0.000000
-2.823486 60.0 19139 16090 503855 60 3793606693 35229 0.000000 0.000000
-2.691650 60.0 16323 19029 505716 67 3793606759 35352 0.000000 0.000000
-2.537842 60.0 12923 22333 503538 61 3793606825 35256 0.000000 0.000000
-2.406006 60.0 10167 24873 504853 79 3793606891 35040 0.000000 0.000000
-2.263184 60.0 8468 26796 502603 72 3793606958 35264 0.000000 0.000000
-2.120361 60.0 7645 27643 501102 65 3793607024 35288 0.000000 0.000000
-1.977539 60.0 8487 26520 501836 59 3793607090 35007 0.000000 0.000000
-1.834717 60.0 10544 25031 502608 60 3793607156 35575 0.000000 0.000000
-1.713867 60.0 12950 22213 501979 71 3793607222 35163 0.000000 0.000000
-1.560059 60.0 16647 18684 499428 64 3793607288 35331 0.000000 0.000000
-1.417236 60.0 19620 15762 492886 73 3793607354 35382 0.000000 0.000000
-1.285400 60.0 21765 13511 489124 68 3793607420 35276 0.000000 0.000000
-1.153565 60.0 22775 12596 488045 49 3793607486 35371 0.000000 0.000000
-0.999756 60.0 22586 12947 492676 82 3793607553 35533 0.000000 0.000000
-0.856934 60.0 21030 14611 493472 65 3793607619 35641 0.000000 0.000000
-0.725098 60.0 18289 16765 499655 64 3793607685 35054 0.000000 0.000000
-0.593262 60.0 14870 20318 500085 65 3793607751 35188 0.000000 0.000000
-0.439453 60.0 11787 23825 498666 62 3793607817 35612 0.000000 0.000000
-0.296631 60.0 9569 25959 485035 55 3793607883 35528 0.000000 0.000000
-0.175781 60.0 7899 27213 485417 62 3793607949 35112 0.000000 0.000000
-0.032959 60.0 7787 27766 487801 50 3793608015 35553 0.000000 0.000000
0.120850 60.0 8855 26235 485026 63 3793608081 35090 0.000000 0.000000
0.252686 60.0 11245 24100 483949 73 3793608148 35345 0.000000 0.000000
0.395508 60.0 13965 21351 486336 62 3793608214 35316 0.000000 0.000000
0.538330 60.0 17438 17908 499721 55 3793608280 35346 0.000000 0.000000
0.681152 60.0 20283 15234 500554 67 3793608346 35517 0.000000 0.000000
0.823975 60.0 22435 13078 502300 47 3793608412 35513 0.000000 0.000000
0.955811 60.0 22822 12178 503160 55 3793608478 35000 0.000000 0.000000
1.087646 60.0 22540 12988 506820 67 3793608544 35528 0.000000 0.000000
1.230469 60.0 20749 14890 509359 65 3793608610 35639 0.000000 0.000000
1.384277 60.0 17217 17819 507187 68 3793608676 35036 0.000000 0.000000
1.516113 60.0 14259 20667 506442 70 3793608742 34926 0.000000 0.000000
1.647949 60.0 11767 23863 508503 59 3793608809 35630 0.000000 0.000000
1.801758 60.0 8969 25995 508155 70 3793608875 34964 0.000000 0.000000
1.933594 60.0 7963 27500 507318 64 3793608941 35463 0.000000 0.000000
2.065430 60.0 7696 27632 504655 60 3793609007 35328 0.000000 0.000000
2.219238 60.0 9141 26327 502471 59 3793609073 35468 0.000000 0.000000
2.373047 60.0 11823 23542 501368 51 3793609139 35365 0.000000 0.000000
2.493896 60.0 14981 20658 501090 64 3793609205 35639 0.000000 0.000000
2.636719 60.0 18045 17510 500546 62 3793609271 35555 0.000000 0.000000
2.779541 60.0 20535 14974 509383 49 3793609338 35509 0.000000 0.000000
2.922363 60.0 22227 12972 507499 63 3793609404 35199 0.000000 0.000000
3.065186 60.0 22770 12227 501552 79 3793609470 34997 0.000000 0.000000
