# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-3.098145 60.0 13328 21972 489121 70 3793603574 35300 0.000000 0.000000
-2.966309 60.0 10731 24366 496235 57 3793603640 35097 0.000000 0.000000
-2.834473 60.0 8729 26448 487476 58 3793603706 35177 0.000000 0.000000
-2.680664 60.0 7755 27554 489852 74 3793603772 35309 0.000000 0.000000
-2.537842 60.0 8063 27097 494421 66 3793603839 35160 0.000000 0.000000
-2.406006 60.0 10065 25285 490903 74 3793603905 35350 0.000000 0.000000
-2.274170 60.0 12550 22733 509599 68 3793603971 35283 0.000000 0.000000
-2.120361 60.0 15622 19740 501020 61 3793604037 35362 0.000000 0.000000
-1.977539 60.0 18946 16302 493554 71 3793604103 35248 0.000000 0.000000
-1.845703 60.0 21488 14132 501112 68 3793604169 35620 0.000000 0.000000
-1.702881 60.0 22883 12619 498657 72 3793604235 35502 0.000000 0.000000
-1.560059 60.0 22607 12779 502874 66 3793604301 35386 0.000000 0.000000
-1.417236 60.0 21417 13975 504424 62 3793604368 35392 0.000000 0.000000
-1.285400 60.0 18692 16420 497875 50 3793604434 35112 0.000000 0.000000
-1.153565 60.0 16101 19447 503729 63 3793604500 35548 0.000000 0.000000
-0.999756 60.0 12461 22988 504009 60 3793604566 35449 0.000000 0.000000
-0.867920 60.0 9748 25632 495721 61 3793604632 35380 0.000000 0.000000
-0.736084 60.0 8033 27180 496585 75 3793604698 35213 0.000000 0.000000
-0.593262 60.0 7714 27609 495643 76 3793604764 35323 0.000000 0.000000
-0.439453 60.0 8457 26654 502169 65 3793604830 35111 0.000000 0.000000
-0.296631 60.0 10799 24407 502494 64 3793604896 35206 0.000000 0.000000
-0.153809 60.0 13677 21652 502625 42 3793604963 35329 0.000000 0.000000
-0.021973 60.0 16700 18571 497407 65 3793605029 35271 0.000000 0.000000
0.120850 60.0 20015 15412 496734 72 3793605095 35427 0.000000 0.000000
0.263672 60.0 21833 13263 500651 67 3793605161 35096 0.000000 0.000000
0.395508 60.0 22067 13589 508287 60 3793605227 35656 0.000000 0.000000
0.527344 60.0 22615 12653 505175 56 3793605293 35268 0.000000 0.000000
0.681152 60.0 20804 14636 479713 60 3793605359 35440 0.000000 0.000000
0.812988 60.0 18125 17361 501580 76 3793605426 35486 0.000000 0.000000
0.955811 60.0 15108 20246 502931 86 3793605492 35354 0.000000 0.000000
1.087646 60.0 11728 23465 502889 61 3793605558 35193 0.000000 0.000000
1.241455 60.0 9360 25932 505455 73 3793605624 35292 0.000000 0.000000
1.384277 60.0 7986 27249 505202 62 3793605690 35235 0.000000 0.000000
1.516113 60.0 7673 27858 505470 57 3793605756 35531 0.000000 0.000000
1.658935 60.0 8535 26708 504094 63 3793605822 35243 0.000000 0.000000
1.779785 60.0 10906 24486 504370 68 3793605888 35392 0.000000 0.000000
1.944580 60.0 13874 21119 504420 71 3793605954 34993 0.000000 0.000000
2.076416 60.0 17172 18317 506149 60 3793606020 35489 0.000000 0.000000
2.219238 60.0 19825 15250 505497 66 3793606087 35075 0.000000 0.000000
2.351074 60.0 22286 12946 505878 61 3793606153 35232 0.000000 0.000000
2.504883 60.0 22935 12396 500610 63 3793606219 35331 0.000000 0.000000
2.636719 60.0 22274 12722 502172 55 3793606285 34996 0.000000 0.000000
2.768555 60.0 20494 14764 502960 67 3793606351 35258 0.000000 0.000000
2.922363 60.0 17832 17457 504363 76 3793606417 35289 0.000000 0.000000
3.054199 60.0 14583 20562 503475 70 3793606483 35145 0.000000 0.000000
