# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 15.0 1523 4621 99544 15 3783078015 1538 0.000000 0.000000
-1.812744 15.0 2182 3766 99738 12 3783078036 2194 0.000000 0.000000
-1.604004 15.0 2572 3512 99655 11 3783078058 2583 0.000000 0.000000
-1.395264 15.0 2916 3089 99895 12 3783078079 2928 0.000000 0.000000
-1.197510 15.0 2902 3250 98991 20 3783078100 2922 0.000000 0.000000
-1.010742 15.0 2259 3706 98708 17 3783078121 2276 0.000000 0.000000
-0.791016 15.0 1564 4613 98570 16 3783078142 1580 0.000000 0.000000
-0.604248 15.0 1036 5043 98517 14 3783078164 1050 0.000000 0.000000
-0.395508 15.0 738 5374 98382 12 3783078185 750 0.000000 0.000000
-0.208740 15.0 877 5197 98734 10 3783078206 887 0.000000 0.000000
0.000000 15.0 1338 4869 97856 10 3783078227 1348 0.000000 0.000000
0.197754 15.0 2029 4004 98494 19 3783078248 2048 0.000000 0.000000
0.395508 15.0 2609 3489 98419 8 3783078270 2617 0.000000 0.000000
0.593262 15.0 2940 3088 98345 18 3783078291 2958 0.000000 0.000000
0.780029 15.0 2920 3117 100506 17 3783078312 2937 0.000000 0.000000
0.999756 15.0 2519 3546 100172 14 3783078333 2533 0.000000 0.000000
