# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 15.0 1475 4669 99154 19 3783076653 1494 0.000000 0.000000
-1.801758 15.0 2186 3981 98851 17 3783076674 2203 0.000000 0.000000
-1.614990 15.0 2677 3286 98313 7 3783076695 2684 0.000000 0.000000
-1.406250 15.0 2935 3075 97853 10 3783076716 2945 0.000000 0.000000
-1.197510 15.0 2787 3165 97715 17 3783076737 2804 0.000000 0.000000
-1.010742 15.0 2281 3929 97736 20 3783076759 2301 0.000000 0.000000
-0.802002 15.0 1663 4386 97762 17 3783076780 1680 0.000000 0.000000
-0.604248 15.0 974 5150 98512 18 3783076801 992 0.000000 0.000000
-0.395508 15.0 761 5349 97620 22 3783076822 783 0.000000 0.000000
-0.197754 15.0 833 5284 97819 19 3783076843 852 0.000000 0.000000
0.000000 15.0 1270 4800 97881 10 3783076864 1280 0.000000 0.000000
0.186768 15.0 1938 4129 99057 18 3783076886 1956 0.000000 0.000000
0.395508 15.0 2528 3629 99014 15 3783076907 2543 0.000000 0.000000
0.604248 15.0 2949 3103 99608 14 3783076928 2963 0.000000 0.000000
0.791016 15.0 2939 3118 99699 10 3783076950 2949 0.000000 0.000000
0.988769 15.0 2447 3602 99458 21 3783076971 2468 0.000000 0.000000
1.186523 15.0 1853 4423 98612 12 3783076992 1865 0.000000 0.000000
1.395264 15.0 1171 5000 98433 12 3783077013 1183 0.000000 0.000000
1.604004 15.0 825 5349 98650 7 3783077034 832 0.000000 0.000000
1.812744 15.0 797 5383 98180 17 3783077055 814 0.000000 0.000000
1.999512 15.0 1118 5053 98097 24 3783077076 1142 0.000000 0.000000
