# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.988525 15.0 1572 4643 98248 12 3783075291 1584 0.000000 0.000000
-1.812744 15.0 2167 3893 98566 11 3783075312 2178 0.000000 0.000000
-1.604004 15.0 2810 3246 98365 14 3783075333 2824 0.000000 0.000000
-1.406250 15.0 2976 3083 98204 18 3783075355 2994 0.000000 0.000000
-1.208496 15.0 2824 3319 98181 17 3783075376 2841 0.000000 0.000000
-0.999756 15.0 2356 3818 98746 11 3783075397 2367 0.000000 0.000000
-0.802002 15.0 1483 4537 98655 6 3783075418 1489 0.000000 0.000000
-0.604248 15.0 937 5167 98319 14 3783075439 951 0.000000 0.000000
-0.395508 15.0 788 5470 98318 8 3783075460 796 0.000000 0.000000
-0.208740 15.0 875 5247 97850 13 3783075481 888 0.000000 0.000000
0.010986 15.0 1357 4724 98125 9 3783075503 1366 0.000000 0.000000
0.197754 15.0 1852 4178 98440 10 3783075524 1862 0.000000 0.000000
0.395508 15.0 2597 3486 98678 14 3783075545 2611 0.000000 0.000000
0.593262 15.0 2869 2984 98309 8 3783075566 2877 0.000000 0.000000
0.791016 15.0 2905 3190 98499 22 3783075587 2927 0.000000 0.000000
0.988769 15.0 2489 3636 97997 22 3783075608 2511 0.000000 0.000000
1.186523 15.0 1822 4403 98124 10 3783075629 1832 0.000000 0.000000
1.384277 15.0 1190 4877 98163 12 3783075651 1202 0.000000 0.000000
1.604004 15.0 840 5384 98094 14 3783075672 854 0.000000 0.000000
1.801758 15.0 774 5373 98511 13 3783075693 787 0.000000 0.000000
1.999512 15.0 1209 4840 98389 20 3783075714 1229 0.000000 0.000000
