# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 15.0 1609 4608 98567 11 3783074837 1620 0.000000 0.000000
-1.801758 15.0 2152 4087 98005 7 3783074858 2159 0.000000 0.000000
-1.604004 15.0 2730 3268 97929 14 3783074879 2744 0.000000 0.000000
-1.406250 15.0 2989 3108 97844 13 3783074900 3002 0.000000 0.000000
-1.208496 15.0 2698 3405 97977 16 3783074921 2714 0.000000 0.000000
-0.999756 15.0 2222 3893 98198 11 3783074943 2233 0.000000 0.000000
-0.802002 15.0 1750 4522 98194 13 3783074964 1763 0.000000 0.000000
-0.615234 15.0 1010 5123 98503 14 3783074985 1024 0.000000 0.000000
-0.406494 15.0 710 5304 98290 10 3783075006 720 0.000000 0.000000
-0.197754 15.0 865 5533 98237 17 3783075028 882 0.000000 0.000000
0.000000 15.0 1318 4826 97719 19 3783075049 1337 0.000000 0.000000
0.186768 15.0 1996 4208 98361 18 3783075070 2014 0.000000 0.000000
0.384522 15.0 2610 3568 98223 16 3783075091 2626 0.000000 0.000000
0.593262 15.0 2838 3112 98298 21 3783075112 2859 0.000000 0.000000
0.791016 15.0 2855 3196 98250 17 3783075134 2872 0.000000 0.000000
0.999756 15.0 2513 3588 98316 17 3783075155 2530 0.000000 0.000000
1.197510 15.0 1866 4219 98554 12 3783075176 1878 0.000000 0.000000
1.384277 15.0 1258 4955 98188 14 3783075197 1272 0.000000 0.000000
1.604004 15.0 897 5400 98254 15 3783075218 912 0.000000 0.000000
1.801758 15.0 832 5409 98463 13 3783075239 845 0.000000 0.000000
2.010498 15.0 1191 4984 98608 12 3783075261 1203 0.000000 0.000000
