# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 15.0 1699 4389 98294 10 3783075745 1709 0.000000 0.000000
-1.801758 15.0 2169 3874 98243 12 3783075766 2181 0.000000 0.000000
-1.604004 15.0 2724 3321 98882 14 3783075787 2738 0.000000 0.000000
-1.406250 15.0 2924 2965 99671 11 3783075808 2935 0.000000 0.000000
-1.197510 15.0 2810 3379 99665 18 3783075829 2828 0.000000 0.000000
-1.010742 15.0 2368 3733 99847 15 3783075850 2383 0.000000 0.000000
-0.802002 15.0 1636 4494 99434 6 3783075871 1642 0.000000 0.000000
-0.604248 15.0 989 5187 99051 16 3783075893 1005 0.000000 0.000000
-0.406494 15.0 756 5413 98913 13 3783075914 769 0.000000 0.000000
-0.208740 15.0 913 5305 99025 20 3783075935 933 0.000000 0.000000
0.000000 15.0 1257 4890 98665 17 3783075956 1274 0.000000 0.000000
0.197754 15.0 1877 4292 99188 16 3783075977 1893 0.000000 0.000000
0.395508 15.0 2550 3454 99031 12 3783075998 2562 0.000000 0.000000
0.615234 15.0 3059 3090 99039 11 3783076020 3070 0.000000 0.000000
0.791016 15.0 2858 3155 99194 21 3783076041 2879 0.000000 0.000000
0.988769 15.0 2356 3701 99002 13 3783076062 2369 0.000000 0.000000
1.186523 15.0 1892 4241 98389 12 3783076083 1904 0.000000 0.000000
1.384277 15.0 1177 4981 97503 8 3783076104 1185 0.000000 0.000000
1.604004 15.0 774 5321 97344 9 3783076125 783 0.000000 0.000000
1.790771 15.0 885 5387 96844 12 3783076147 897 0.000000 0.000000
1.999512 15.0 1183 4963 97430 13 3783076168 1196 0.000000 0.000000
